"",geo_accession,title,status,submission_date,last_update_date,type,channel_count,source_name_ch1,organism_ch1,characteristics_ch1,characteristics_ch1.1,molecule_ch1,extract_protocol_ch1,extract_protocol_ch1.1,taxid_ch1,description,data_processing,data_processing.1,data_processing.2,data_processing.3,platform_id,contact_name,contact_institute,contact_address,contact_city,contact_state,contact_zip.postal_code,contact_country,data_row_count,instrument_model,library_selection,library_source,library_strategy,relation,relation.1,supplementary_file_1,Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,download_path,Experiment,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,Tumor,CenterName,Submission,Consent,RunHash,ReadHash
GSM4837824,GSM4837824,20-1T-AD [RNA-seq],Public on Oct 21 2020,Oct 20 2020,Oct 21 2020,SRA,1,CNDR brain bank (Penn),Homo sapiens,tissue: Lateral temporal lobe from Frozen postmortem brain tissue,"",total RNA,Total RNA was isolated from 20 mg frozen brain tissue using the RNAeasy Mini kit (Qiagen) coupled to an RNase-free DNase step (Qiagen).,Ribosomal RNA was removed using the rRNA Depletion kit (NEB) and the resulting RNA was used to construct sequencing libraries using the NEBNext Ultra Directional RNA library Prep Kit for Illumina (NEB). Libraries were multiplexed using NEBNext Multiplex Oligos for Illumina (dual index primers) and single-ended sequenced (75 bp) on the NextSeq 500 platform (Illumina) in accordance with the manufacturer’s protocol.,9606,summary_count.star.txt,RNA-seq tags reads were aligned to the human reference genome (assembly GRCh37.75/hg19) using STAR with default parameters. Alignments with a mapping score <10 were discarded using SAMtools and alignments mapped to mitochondria and chrUn (contigs that cannot be confidently placed on a specific chromosome) were removed using BEDtools.,"FeatureCounts was used to generate a matrix of mapped fragments per RefSeq annotated gene, from which genes annotated by RefSeq as rRNA were discarded. Analysis for differential gene expression was performed using the DESeq2 R package with FDR <0.05.",Genome_build: hg19,Supplementary_files_format_and_content: read count per gene,GPL18573,"Yemin,,Lan",University of Pennsylvania,3400 Civic Center Blvd,Philadelphia,PA,19104,USA,0,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN16486056,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX9317808,NONE,SRR12850840,2020-10-21 16:31:12,2020-10-20 15:51:06,40299174,2938374823,0,72,1256,https://sra-download.ncbi.nlm.nih.gov/traces/sra50/SRR/012549/SRR12850840,SRX9317808,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP287843,PRJNA670209,3,670209,SRS7542637,SAMN16486056,simple,9606,Homo sapiens,no,GEO,SRA1145635,public,2446E5907038F5E2B7A4058245467E9A,786D81A0C01A51FE6B58597E6F96D4C2
GSM4837825,GSM4837825,21-1A-AD [RNA-seq],Public on Oct 21 2020,Oct 20 2020,Oct 21 2020,SRA,1,CNDR brain bank (Penn),Homo sapiens,tissue: Lateral temporal lobe from Frozen postmortem brain tissue,"",total RNA,Total RNA was isolated from 20 mg frozen brain tissue using the RNAeasy Mini kit (Qiagen) coupled to an RNase-free DNase step (Qiagen).,Ribosomal RNA was removed using the rRNA Depletion kit (NEB) and the resulting RNA was used to construct sequencing libraries using the NEBNext Ultra Directional RNA library Prep Kit for Illumina (NEB). Libraries were multiplexed using NEBNext Multiplex Oligos for Illumina (dual index primers) and single-ended sequenced (75 bp) on the NextSeq 500 platform (Illumina) in accordance with the manufacturer’s protocol.,9606,summary_count.star.txt,RNA-seq tags reads were aligned to the human reference genome (assembly GRCh37.75/hg19) using STAR with default parameters. Alignments with a mapping score <10 were discarded using SAMtools and alignments mapped to mitochondria and chrUn (contigs that cannot be confidently placed on a specific chromosome) were removed using BEDtools.,"FeatureCounts was used to generate a matrix of mapped fragments per RefSeq annotated gene, from which genes annotated by RefSeq as rRNA were discarded. Analysis for differential gene expression was performed using the DESeq2 R package with FDR <0.05.",Genome_build: hg19,Supplementary_files_format_and_content: read count per gene,GPL18573,"Yemin,,Lan",University of Pennsylvania,3400 Civic Center Blvd,Philadelphia,PA,19104,USA,0,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN16486055,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX9317809,NONE,SRR12850841,2020-10-21 16:31:12,2020-10-20 15:52:21,39739040,2941944893,0,74,1250,https://sra-download.ncbi.nlm.nih.gov/traces/sra54/SRR/012549/SRR12850841,SRX9317809,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP287843,PRJNA670209,3,670209,SRS7542638,SAMN16486055,simple,9606,Homo sapiens,no,GEO,SRA1145635,public,D37C2CFF0330FFB4FDA8171B222A05E6,0E480389A788114788B890DFD62E22FA
GSM4837826,GSM4837826,2-12A-Young [RNA-seq],Public on Oct 21 2020,Oct 20 2020,Oct 21 2020,SRA,1,CNDR brain bank (Penn),Homo sapiens,tissue: Lateral temporal lobe from Frozen postmortem brain tissue,age: young,total RNA,Total RNA was isolated from 20 mg frozen brain tissue using the RNAeasy Mini kit (Qiagen) coupled to an RNase-free DNase step (Qiagen).,Ribosomal RNA was removed using the rRNA Depletion kit (NEB) and the resulting RNA was used to construct sequencing libraries using the NEBNext Ultra Directional RNA library Prep Kit for Illumina (NEB). Libraries were multiplexed using NEBNext Multiplex Oligos for Illumina (dual index primers) and single-ended sequenced (75 bp) on the NextSeq 500 platform (Illumina) in accordance with the manufacturer’s protocol.,9606,summary_count.star.txt,RNA-seq tags reads were aligned to the human reference genome (assembly GRCh37.75/hg19) using STAR with default parameters. Alignments with a mapping score <10 were discarded using SAMtools and alignments mapped to mitochondria and chrUn (contigs that cannot be confidently placed on a specific chromosome) were removed using BEDtools.,"FeatureCounts was used to generate a matrix of mapped fragments per RefSeq annotated gene, from which genes annotated by RefSeq as rRNA were discarded. Analysis for differential gene expression was performed using the DESeq2 R package with FDR <0.05.",Genome_build: hg19,Supplementary_files_format_and_content: read count per gene,GPL18573,"Yemin,,Lan",University of Pennsylvania,3400 Civic Center Blvd,Philadelphia,PA,19104,USA,0,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN16486054,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX9317810,NONE,SRR12850842,2020-10-21 16:31:12,2020-10-20 15:55:32,39471683,2930154782,0,74,1271,https://sra-download.ncbi.nlm.nih.gov/traces/sra58/SRR/012549/SRR12850842,SRX9317810,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP287843,PRJNA670209,3,670209,SRS7542639,SAMN16486054,simple,9606,Homo sapiens,no,GEO,SRA1145635,public,AB0718634FD45725BF01F0F85702EB64,C8D0C143C2F26A8264CB9BA3BE8E7A01
GSM4837827,GSM4837827,22-2T-AD [RNA-seq],Public on Oct 21 2020,Oct 20 2020,Oct 21 2020,SRA,1,CNDR brain bank (Penn),Homo sapiens,tissue: Lateral temporal lobe from Frozen postmortem brain tissue,"",total RNA,Total RNA was isolated from 20 mg frozen brain tissue using the RNAeasy Mini kit (Qiagen) coupled to an RNase-free DNase step (Qiagen).,Ribosomal RNA was removed using the rRNA Depletion kit (NEB) and the resulting RNA was used to construct sequencing libraries using the NEBNext Ultra Directional RNA library Prep Kit for Illumina (NEB). Libraries were multiplexed using NEBNext Multiplex Oligos for Illumina (dual index primers) and single-ended sequenced (75 bp) on the NextSeq 500 platform (Illumina) in accordance with the manufacturer’s protocol.,9606,summary_count.star.txt,RNA-seq tags reads were aligned to the human reference genome (assembly GRCh37.75/hg19) using STAR with default parameters. Alignments with a mapping score <10 were discarded using SAMtools and alignments mapped to mitochondria and chrUn (contigs that cannot be confidently placed on a specific chromosome) were removed using BEDtools.,"FeatureCounts was used to generate a matrix of mapped fragments per RefSeq annotated gene, from which genes annotated by RefSeq as rRNA were discarded. Analysis for differential gene expression was performed using the DESeq2 R package with FDR <0.05.",Genome_build: hg19,Supplementary_files_format_and_content: read count per gene,GPL18573,"Yemin,,Lan",University of Pennsylvania,3400 Civic Center Blvd,Philadelphia,PA,19104,USA,0,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN16486053,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX9317811,NONE,SRR12850843,2020-10-21 16:31:12,2020-10-20 15:56:03,39459711,2918560344,0,73,1242,https://sra-download.ncbi.nlm.nih.gov/traces/sra72/SRR/012549/SRR12850843,SRX9317811,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP287843,PRJNA670209,3,670209,SRS7542640,SAMN16486053,simple,9606,Homo sapiens,no,GEO,SRA1145635,public,A17DC446D5525E4572F7080CA254611F,20E79EF62228FAC688E4C0E58ADAA790
GSM4837828,GSM4837828,23-2A-AD [RNA-seq],Public on Oct 21 2020,Oct 20 2020,Oct 21 2020,SRA,1,CNDR brain bank (Penn),Homo sapiens,tissue: Lateral temporal lobe from Frozen postmortem brain tissue,"",total RNA,Total RNA was isolated from 20 mg frozen brain tissue using the RNAeasy Mini kit (Qiagen) coupled to an RNase-free DNase step (Qiagen).,Ribosomal RNA was removed using the rRNA Depletion kit (NEB) and the resulting RNA was used to construct sequencing libraries using the NEBNext Ultra Directional RNA library Prep Kit for Illumina (NEB). Libraries were multiplexed using NEBNext Multiplex Oligos for Illumina (dual index primers) and single-ended sequenced (75 bp) on the NextSeq 500 platform (Illumina) in accordance with the manufacturer’s protocol.,9606,summary_count.star.txt,RNA-seq tags reads were aligned to the human reference genome (assembly GRCh37.75/hg19) using STAR with default parameters. Alignments with a mapping score <10 were discarded using SAMtools and alignments mapped to mitochondria and chrUn (contigs that cannot be confidently placed on a specific chromosome) were removed using BEDtools.,"FeatureCounts was used to generate a matrix of mapped fragments per RefSeq annotated gene, from which genes annotated by RefSeq as rRNA were discarded. Analysis for differential gene expression was performed using the DESeq2 R package with FDR <0.05.",Genome_build: hg19,Supplementary_files_format_and_content: read count per gene,GPL18573,"Yemin,,Lan",University of Pennsylvania,3400 Civic Center Blvd,Philadelphia,PA,19104,USA,0,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN16486052,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX9317812,NONE,SRR12850844,2020-10-21 16:31:13,2020-10-20 15:53:37,38019285,2820272276,0,74,1221,https://sra-download.ncbi.nlm.nih.gov/traces/sra19/SRR/012549/SRR12850844,SRX9317812,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP287843,PRJNA670209,3,670209,SRS7542641,SAMN16486052,simple,9606,Homo sapiens,no,GEO,SRA1145635,public,1BE333F6D6B9F3E90C8D28B74E9AEC18,7B39D663C009D98246B0870A9BD74336
GSM4837829,GSM4837829,24-3T-AD [RNA-seq],Public on Oct 21 2020,Oct 20 2020,Oct 21 2020,SRA,1,CNDR brain bank (Penn),Homo sapiens,tissue: Lateral temporal lobe from Frozen postmortem brain tissue,"",total RNA,Total RNA was isolated from 20 mg frozen brain tissue using the RNAeasy Mini kit (Qiagen) coupled to an RNase-free DNase step (Qiagen).,Ribosomal RNA was removed using the rRNA Depletion kit (NEB) and the resulting RNA was used to construct sequencing libraries using the NEBNext Ultra Directional RNA library Prep Kit for Illumina (NEB). Libraries were multiplexed using NEBNext Multiplex Oligos for Illumina (dual index primers) and single-ended sequenced (75 bp) on the NextSeq 500 platform (Illumina) in accordance with the manufacturer’s protocol.,9606,summary_count.star.txt,RNA-seq tags reads were aligned to the human reference genome (assembly GRCh37.75/hg19) using STAR with default parameters. Alignments with a mapping score <10 were discarded using SAMtools and alignments mapped to mitochondria and chrUn (contigs that cannot be confidently placed on a specific chromosome) were removed using BEDtools.,"FeatureCounts was used to generate a matrix of mapped fragments per RefSeq annotated gene, from which genes annotated by RefSeq as rRNA were discarded. Analysis for differential gene expression was performed using the DESeq2 R package with FDR <0.05.",Genome_build: hg19,Supplementary_files_format_and_content: read count per gene,GPL18573,"Yemin,,Lan",University of Pennsylvania,3400 Civic Center Blvd,Philadelphia,PA,19104,USA,0,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN16486082,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX9317813,NONE,SRR12850845,2020-10-21 16:31:13,2020-10-20 15:54:07,40847873,3020497976,0,73,1293,https://sra-download.ncbi.nlm.nih.gov/traces/sra51/SRR/012549/SRR12850845,SRX9317813,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP287843,PRJNA670209,3,670209,SRS7542642,SAMN16486082,simple,9606,Homo sapiens,no,GEO,SRA1145635,public,194C126B6E251F7D6366802CF859309F,61CBFB1297FAEAB86CE6C4F32CA6D636
GSM4837830,GSM4837830,25-5T-AD [RNA-seq],Public on Oct 21 2020,Oct 20 2020,Oct 21 2020,SRA,1,CNDR brain bank (Penn),Homo sapiens,tissue: Lateral temporal lobe from Frozen postmortem brain tissue,"",total RNA,Total RNA was isolated from 20 mg frozen brain tissue using the RNAeasy Mini kit (Qiagen) coupled to an RNase-free DNase step (Qiagen).,Ribosomal RNA was removed using the rRNA Depletion kit (NEB) and the resulting RNA was used to construct sequencing libraries using the NEBNext Ultra Directional RNA library Prep Kit for Illumina (NEB). Libraries were multiplexed using NEBNext Multiplex Oligos for Illumina (dual index primers) and single-ended sequenced (75 bp) on the NextSeq 500 platform (Illumina) in accordance with the manufacturer’s protocol.,9606,summary_count.star.txt,RNA-seq tags reads were aligned to the human reference genome (assembly GRCh37.75/hg19) using STAR with default parameters. Alignments with a mapping score <10 were discarded using SAMtools and alignments mapped to mitochondria and chrUn (contigs that cannot be confidently placed on a specific chromosome) were removed using BEDtools.,"FeatureCounts was used to generate a matrix of mapped fragments per RefSeq annotated gene, from which genes annotated by RefSeq as rRNA were discarded. Analysis for differential gene expression was performed using the DESeq2 R package with FDR <0.05.",Genome_build: hg19,Supplementary_files_format_and_content: read count per gene,GPL18573,"Yemin,,Lan",University of Pennsylvania,3400 Civic Center Blvd,Philadelphia,PA,19104,USA,0,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN16486081,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX9317814,NONE,SRR12850846,2020-10-21 16:31:13,2020-10-20 15:52:27,35468886,2626005799,0,74,1141,https://sra-download.ncbi.nlm.nih.gov/traces/sra56/SRR/012549/SRR12850846,SRX9317814,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP287843,PRJNA670209,3,670209,SRS7542643,SAMN16486081,simple,9606,Homo sapiens,no,GEO,SRA1145635,public,3B3EE0FB5DD6E3C6BC2314A331D52A73,B3E240540FC2BE0F46E40E12F5870FE9
GSM4837831,GSM4837831,26-3A-AD [RNA-seq],Public on Oct 21 2020,Oct 20 2020,Oct 21 2020,SRA,1,CNDR brain bank (Penn),Homo sapiens,tissue: Lateral temporal lobe from Frozen postmortem brain tissue,"",total RNA,Total RNA was isolated from 20 mg frozen brain tissue using the RNAeasy Mini kit (Qiagen) coupled to an RNase-free DNase step (Qiagen).,Ribosomal RNA was removed using the rRNA Depletion kit (NEB) and the resulting RNA was used to construct sequencing libraries using the NEBNext Ultra Directional RNA library Prep Kit for Illumina (NEB). Libraries were multiplexed using NEBNext Multiplex Oligos for Illumina (dual index primers) and single-ended sequenced (75 bp) on the NextSeq 500 platform (Illumina) in accordance with the manufacturer’s protocol.,9606,summary_count.star.txt,RNA-seq tags reads were aligned to the human reference genome (assembly GRCh37.75/hg19) using STAR with default parameters. Alignments with a mapping score <10 were discarded using SAMtools and alignments mapped to mitochondria and chrUn (contigs that cannot be confidently placed on a specific chromosome) were removed using BEDtools.,"FeatureCounts was used to generate a matrix of mapped fragments per RefSeq annotated gene, from which genes annotated by RefSeq as rRNA were discarded. Analysis for differential gene expression was performed using the DESeq2 R package with FDR <0.05.",Genome_build: hg19,Supplementary_files_format_and_content: read count per gene,GPL18573,"Yemin,,Lan",University of Pennsylvania,3400 Civic Center Blvd,Philadelphia,PA,19104,USA,0,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN16486080,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX9317815,NONE,SRR12850847,2020-10-21 16:31:13,2020-10-20 15:54:05,36432788,2704167309,0,74,1172,https://sra-download.ncbi.nlm.nih.gov/traces/sra30/SRR/012549/SRR12850847,SRX9317815,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP287843,PRJNA670209,3,670209,SRS7542644,SAMN16486080,simple,9606,Homo sapiens,no,GEO,SRA1145635,public,2EEEF0223FB115D673DEA4762BC0C2A1,9B57174785ECA5E2789C3AC07C375CEE
GSM4837832,GSM4837832,27-5A-AD [RNA-seq],Public on Oct 21 2020,Oct 20 2020,Oct 21 2020,SRA,1,CNDR brain bank (Penn),Homo sapiens,tissue: Lateral temporal lobe from Frozen postmortem brain tissue,"",total RNA,Total RNA was isolated from 20 mg frozen brain tissue using the RNAeasy Mini kit (Qiagen) coupled to an RNase-free DNase step (Qiagen).,Ribosomal RNA was removed using the rRNA Depletion kit (NEB) and the resulting RNA was used to construct sequencing libraries using the NEBNext Ultra Directional RNA library Prep Kit for Illumina (NEB). Libraries were multiplexed using NEBNext Multiplex Oligos for Illumina (dual index primers) and single-ended sequenced (75 bp) on the NextSeq 500 platform (Illumina) in accordance with the manufacturer’s protocol.,9606,summary_count.star.txt,RNA-seq tags reads were aligned to the human reference genome (assembly GRCh37.75/hg19) using STAR with default parameters. Alignments with a mapping score <10 were discarded using SAMtools and alignments mapped to mitochondria and chrUn (contigs that cannot be confidently placed on a specific chromosome) were removed using BEDtools.,"FeatureCounts was used to generate a matrix of mapped fragments per RefSeq annotated gene, from which genes annotated by RefSeq as rRNA were discarded. Analysis for differential gene expression was performed using the DESeq2 R package with FDR <0.05.",Genome_build: hg19,Supplementary_files_format_and_content: read count per gene,GPL18573,"Yemin,,Lan",University of Pennsylvania,3400 Civic Center Blvd,Philadelphia,PA,19104,USA,0,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN16486079,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX9317816,NONE,SRR12850848,2020-10-21 16:31:13,2020-10-20 15:58:28,38367345,2838283663,0,73,1212,https://sra-download.ncbi.nlm.nih.gov/traces/sra58/SRR/012549/SRR12850848,SRX9317816,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP287843,PRJNA670209,3,670209,SRS7542645,SAMN16486079,simple,9606,Homo sapiens,no,GEO,SRA1145635,public,003B349D00EBDDF8B0AB9278E803EC69,281DB0F18B61006958A919472108379B
GSM4837833,GSM4837833,28-8T-AD [RNA-seq],Public on Oct 21 2020,Oct 20 2020,Oct 21 2020,SRA,1,CNDR brain bank (Penn),Homo sapiens,tissue: Lateral temporal lobe from Frozen postmortem brain tissue,"",total RNA,Total RNA was isolated from 20 mg frozen brain tissue using the RNAeasy Mini kit (Qiagen) coupled to an RNase-free DNase step (Qiagen).,Ribosomal RNA was removed using the rRNA Depletion kit (NEB) and the resulting RNA was used to construct sequencing libraries using the NEBNext Ultra Directional RNA library Prep Kit for Illumina (NEB). Libraries were multiplexed using NEBNext Multiplex Oligos for Illumina (dual index primers) and single-ended sequenced (75 bp) on the NextSeq 500 platform (Illumina) in accordance with the manufacturer’s protocol.,9606,summary_count.star.txt,RNA-seq tags reads were aligned to the human reference genome (assembly GRCh37.75/hg19) using STAR with default parameters. Alignments with a mapping score <10 were discarded using SAMtools and alignments mapped to mitochondria and chrUn (contigs that cannot be confidently placed on a specific chromosome) were removed using BEDtools.,"FeatureCounts was used to generate a matrix of mapped fragments per RefSeq annotated gene, from which genes annotated by RefSeq as rRNA were discarded. Analysis for differential gene expression was performed using the DESeq2 R package with FDR <0.05.",Genome_build: hg19,Supplementary_files_format_and_content: read count per gene,GPL18573,"Yemin,,Lan",University of Pennsylvania,3400 Civic Center Blvd,Philadelphia,PA,19104,USA,0,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN16486078,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX9317817,NONE,SRR12850849,2020-10-21 16:31:13,2020-10-20 15:51:04,31893808,2368193490,0,74,1027,https://sra-download.ncbi.nlm.nih.gov/traces/sra24/SRR/012549/SRR12850849,SRX9317817,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP287843,PRJNA670209,3,670209,SRS7542646,SAMN16486078,simple,9606,Homo sapiens,no,GEO,SRA1145635,public,83D1820285BFC26A5C0E0672368F00E3,48B8C4454D83FC088E0AE452122F819D
GSM4837834,GSM4837834,29-6T-AD [RNA-seq],Public on Oct 21 2020,Oct 20 2020,Oct 21 2020,SRA,1,CNDR brain bank (Penn),Homo sapiens,tissue: Lateral temporal lobe from Frozen postmortem brain tissue,"",total RNA,Total RNA was isolated from 20 mg frozen brain tissue using the RNAeasy Mini kit (Qiagen) coupled to an RNase-free DNase step (Qiagen).,Ribosomal RNA was removed using the rRNA Depletion kit (NEB) and the resulting RNA was used to construct sequencing libraries using the NEBNext Ultra Directional RNA library Prep Kit for Illumina (NEB). Libraries were multiplexed using NEBNext Multiplex Oligos for Illumina (dual index primers) and single-ended sequenced (75 bp) on the NextSeq 500 platform (Illumina) in accordance with the manufacturer’s protocol.,9606,summary_count.star.txt,RNA-seq tags reads were aligned to the human reference genome (assembly GRCh37.75/hg19) using STAR with default parameters. Alignments with a mapping score <10 were discarded using SAMtools and alignments mapped to mitochondria and chrUn (contigs that cannot be confidently placed on a specific chromosome) were removed using BEDtools.,"FeatureCounts was used to generate a matrix of mapped fragments per RefSeq annotated gene, from which genes annotated by RefSeq as rRNA were discarded. Analysis for differential gene expression was performed using the DESeq2 R package with FDR <0.05.",Genome_build: hg19,Supplementary_files_format_and_content: read count per gene,GPL18573,"Yemin,,Lan",University of Pennsylvania,3400 Civic Center Blvd,Philadelphia,PA,19104,USA,0,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN16486077,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX9317818,NONE,SRR12850850,2020-10-21 16:31:13,2020-10-20 15:53:12,36151808,2681122728,0,74,1160,https://sra-download.ncbi.nlm.nih.gov/traces/sra70/SRR/012549/SRR12850850,SRX9317818,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP287843,PRJNA670209,3,670209,SRS7542647,SAMN16486077,simple,9606,Homo sapiens,no,GEO,SRA1145635,public,9C8E0CFB48B98668C0A91BDB8B4A0C28,2C29CDD1F45C6A7991F5B7B9933A1983
GSM4837835,GSM4837835,30-9T-AD [RNA-seq],Public on Oct 21 2020,Oct 20 2020,Oct 21 2020,SRA,1,CNDR brain bank (Penn),Homo sapiens,tissue: Lateral temporal lobe from Frozen postmortem brain tissue,"",total RNA,Total RNA was isolated from 20 mg frozen brain tissue using the RNAeasy Mini kit (Qiagen) coupled to an RNase-free DNase step (Qiagen).,Ribosomal RNA was removed using the rRNA Depletion kit (NEB) and the resulting RNA was used to construct sequencing libraries using the NEBNext Ultra Directional RNA library Prep Kit for Illumina (NEB). Libraries were multiplexed using NEBNext Multiplex Oligos for Illumina (dual index primers) and single-ended sequenced (75 bp) on the NextSeq 500 platform (Illumina) in accordance with the manufacturer’s protocol.,9606,summary_count.star.txt,RNA-seq tags reads were aligned to the human reference genome (assembly GRCh37.75/hg19) using STAR with default parameters. Alignments with a mapping score <10 were discarded using SAMtools and alignments mapped to mitochondria and chrUn (contigs that cannot be confidently placed on a specific chromosome) were removed using BEDtools.,"FeatureCounts was used to generate a matrix of mapped fragments per RefSeq annotated gene, from which genes annotated by RefSeq as rRNA were discarded. Analysis for differential gene expression was performed using the DESeq2 R package with FDR <0.05.",Genome_build: hg19,Supplementary_files_format_and_content: read count per gene,GPL18573,"Yemin,,Lan",University of Pennsylvania,3400 Civic Center Blvd,Philadelphia,PA,19104,USA,0,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN16486076,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX9317819,NONE,SRR12850851,2020-10-21 16:31:13,2020-10-20 15:55:09,40063230,2967585483,0,74,1256,https://sra-download.ncbi.nlm.nih.gov/traces/sra5/SRR/012549/SRR12850851,SRX9317819,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP287843,PRJNA670209,3,670209,SRS7542648,SAMN16486076,simple,9606,Homo sapiens,no,GEO,SRA1145635,public,9A732B3843D74B7FC25D29B61C17EFDE,2B4661A35C16979D9B5639212C8261C9
GSM4837836,GSM4837836,31-7T-AD [RNA-seq],Public on Oct 21 2020,Oct 20 2020,Oct 21 2020,SRA,1,CNDR brain bank (Penn),Homo sapiens,tissue: Lateral temporal lobe from Frozen postmortem brain tissue,"",total RNA,Total RNA was isolated from 20 mg frozen brain tissue using the RNAeasy Mini kit (Qiagen) coupled to an RNase-free DNase step (Qiagen).,Ribosomal RNA was removed using the rRNA Depletion kit (NEB) and the resulting RNA was used to construct sequencing libraries using the NEBNext Ultra Directional RNA library Prep Kit for Illumina (NEB). Libraries were multiplexed using NEBNext Multiplex Oligos for Illumina (dual index primers) and single-ended sequenced (75 bp) on the NextSeq 500 platform (Illumina) in accordance with the manufacturer’s protocol.,9606,summary_count.star.txt,RNA-seq tags reads were aligned to the human reference genome (assembly GRCh37.75/hg19) using STAR with default parameters. Alignments with a mapping score <10 were discarded using SAMtools and alignments mapped to mitochondria and chrUn (contigs that cannot be confidently placed on a specific chromosome) were removed using BEDtools.,"FeatureCounts was used to generate a matrix of mapped fragments per RefSeq annotated gene, from which genes annotated by RefSeq as rRNA were discarded. Analysis for differential gene expression was performed using the DESeq2 R package with FDR <0.05.",Genome_build: hg19,Supplementary_files_format_and_content: read count per gene,GPL18573,"Yemin,,Lan",University of Pennsylvania,3400 Civic Center Blvd,Philadelphia,PA,19104,USA,0,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN16486075,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX9317820,NONE,SRR12850852,2020-10-21 16:31:13,2020-10-20 15:58:20,39847390,2946541065,0,73,1259,https://sra-download.ncbi.nlm.nih.gov/traces/sra1/SRR/012549/SRR12850852,SRX9317820,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP287843,PRJNA670209,3,670209,SRS7542649,SAMN16486075,simple,9606,Homo sapiens,no,GEO,SRA1145635,public,97CD015010808F58DABA8268EB436F8B,B7D275CE68251696682B31515DE80447
