"",geo_accession,title,status,submission_date,last_update_date,type,channel_count,source_name_ch1,organism_ch1,characteristics_ch1,characteristics_ch1.1,characteristics_ch1.2,characteristics_ch1.3,characteristics_ch1.4,molecule_ch1,extract_protocol_ch1,extract_protocol_ch1.1,taxid_ch1,description,description.1,data_processing,data_processing.1,data_processing.2,data_processing.3,data_processing.4,platform_id,contact_name,contact_laboratory,contact_department,contact_institute,contact_address,contact_city,contact_state,contact_zip.postal_code,contact_country,data_row_count,instrument_model,library_selection,library_source,library_strategy,relation,relation.1,supplementary_file_1,Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,download_path,Experiment,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,Tumor,CenterName,Submission,Consent,RunHash,ReadHash
GSM4432388,GSM4432388,Series2_A549_SARS-CoV-2_2,Public on Mar 25 2020,Mar 24 2020,Apr 08 2020,SRA,1,SARS-CoV-2 infected A549 cells,Homo sapiens,cell line: A549,cell type: Lung adenocarcinoma,treatment: SARS-CoV-2 infected (MOI 0.2),time point: NA,strain: USA-WA1/2020,polyA RNA,TruSeq RNA Library Prep Kit v2,Total RNA was extracted using RNeasy Mini Kit (Qiagen),9606,CoV002-CoV2-2-indexG5_S5,processed data file: RawReadCounts_Human.tsv,cDNA libraries were sequenced using an Illumina NextSeq 500 platform,"Raw sequencing reads were aligned to the human genome (hg19) using the RNA-Seq Alignment App (v2.0.1) on Basespace (Illumina, CA)","Differential gene expression analysis was performed using DESeq2 (implemented in the RNA Express App (v1.1.0) on Basespace (Illumina, CA)) comparing Infected samples to their correspondent mock treated sample, for each virus/cell type.","Genome_build: human (hg19), Ferret (MusPutFur1.0)",Supplementary_files_format_and_content: Tab separated value (tsv) matrix of raw read counts per gene for each sample.,GPL18573,"Daniel,,Blanco Melo",tenOever Lab,Microbiology,Icahn School of Medicine at Mount Sina,"One Gustave L. Levy Place, Box 1124",New York,NY,10029,USA,0,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN14444835,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX7990876,NONE,SRR11412258,3/26/2020 16:41,3/25/2020 2:01,7454205,1071275632,0,143,397,https://sra-download.ncbi.nlm.nih.gov/traces/sra62/SRR/011144/SRR11412258,SRX7990876,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP253951,PRJNA615032,615032,SRS6374427,SAMN14444835,simple,9606,Homo sapiens,no,GEO,SRA1059108,public,47EC9C733ECADE4462FE1CFDCFDED199,EAFC9DF1DCF02534C97E5803C7594A1B
GSM4432389,GSM4432389,Series2_A549_SARS-CoV-2_3,Public on Mar 25 2020,Mar 24 2020,Apr 08 2020,SRA,1,SARS-CoV-2 infected A549 cells,Homo sapiens,cell line: A549,cell type: Lung adenocarcinoma,treatment: SARS-CoV-2 infected (MOI 0.2),time point: NA,strain: USA-WA1/2020,polyA RNA,TruSeq RNA Library Prep Kit v2,Total RNA was extracted using RNeasy Mini Kit (Qiagen),9606,CoV002-CoV2-1-indexG4_S4,processed data file: RawReadCounts_Human.tsv,cDNA libraries were sequenced using an Illumina NextSeq 500 platform,"Raw sequencing reads were aligned to the human genome (hg19) using the RNA-Seq Alignment App (v2.0.1) on Basespace (Illumina, CA)","Differential gene expression analysis was performed using DESeq2 (implemented in the RNA Express App (v1.1.0) on Basespace (Illumina, CA)) comparing Infected samples to their correspondent mock treated sample, for each virus/cell type.","Genome_build: human (hg19), Ferret (MusPutFur1.0)",Supplementary_files_format_and_content: Tab separated value (tsv) matrix of raw read counts per gene for each sample.,GPL18573,"Daniel,,Blanco Melo",tenOever Lab,Microbiology,Icahn School of Medicine at Mount Sina,"One Gustave L. Levy Place, Box 1124",New York,NY,10029,USA,0,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN14444834,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX7990877,NONE,SRR11412259,3/26/2020 16:41,3/25/2020 2:00,5064549,740816923,0,146,296,https://sra-download.ncbi.nlm.nih.gov/traces/sra61/SRR/011144/SRR11412259,SRX7990877,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP253951,PRJNA615032,615032,SRS6374429,SAMN14444834,simple,9606,Homo sapiens,no,GEO,SRA1059108,public,D9C42713DA5A535B0B240A9BFDED2B55,5E6DDFB25B3BA41E727D37256FFEF03D
GSM4432390,GSM4432390,Series3_A549_Mock_1,Public on Mar 25 2020,Mar 24 2020,Apr 08 2020,SRA,1,Mock treated A549 cells,Homo sapiens,cell line: A549,cell type: Lung adenocarcinoma,treatment: Mock treatment,time point: 24hrs after treatment,strain: NA,polyA RNA,TruSeq RNA Library Prep Kit v2,Total RNA was extracted using RNeasy Mini Kit (Qiagen),9606,svRNA184-mock-3-indexF3_S15,processed data file: RawReadCounts_Human.tsv,cDNA libraries were sequenced using an Illumina NextSeq 500 platform,"Raw sequencing reads were aligned to the human genome (hg19) using the RNA-Seq Alignment App (v2.0.1) on Basespace (Illumina, CA)","Differential gene expression analysis was performed using DESeq2 (implemented in the RNA Express App (v1.1.0) on Basespace (Illumina, CA)) comparing Infected samples to their correspondent mock treated sample, for each virus/cell type.","Genome_build: human (hg19), Ferret (MusPutFur1.0)",Supplementary_files_format_and_content: Tab separated value (tsv) matrix of raw read counts per gene for each sample.,GPL18573,"Daniel,,Blanco Melo",tenOever Lab,Microbiology,Icahn School of Medicine at Mount Sina,"One Gustave L. Levy Place, Box 1124",New York,NY,10029,USA,0,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN14444833,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX7990878,NONE,SRR11412263,3/26/2020 16:41,3/25/2020 2:02,7955076,1147189797,0,144,459,https://sra-download.ncbi.nlm.nih.gov/traces/sra60/SRR/011144/SRR11412263,SRX7990878,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP253951,PRJNA615032,615032,SRS6374428,SAMN14444833,simple,9606,Homo sapiens,no,GEO,SRA1059108,public,D4161FA82F8501E9B6EF93701283F33D,A940CB5FD14641FF6E832B03026A9026
GSM4432391,GSM4432391,Series3_A549_Mock_2,Public on Mar 25 2020,Mar 24 2020,Apr 08 2020,SRA,1,Mock treated A549 cells,Homo sapiens,cell line: A549,cell type: Lung adenocarcinoma,treatment: Mock treatment,time point: 24hrs after treatment,strain: NA,polyA RNA,TruSeq RNA Library Prep Kit v2,Total RNA was extracted using RNeasy Mini Kit (Qiagen),9606,svRNA184-mock-1-indexF1_S13,processed data file: RawReadCounts_Human.tsv,cDNA libraries were sequenced using an Illumina NextSeq 500 platform,"Raw sequencing reads were aligned to the human genome (hg19) using the RNA-Seq Alignment App (v2.0.1) on Basespace (Illumina, CA)","Differential gene expression analysis was performed using DESeq2 (implemented in the RNA Express App (v1.1.0) on Basespace (Illumina, CA)) comparing Infected samples to their correspondent mock treated sample, for each virus/cell type.","Genome_build: human (hg19), Ferret (MusPutFur1.0)",Supplementary_files_format_and_content: Tab separated value (tsv) matrix of raw read counts per gene for each sample.,GPL18573,"Daniel,,Blanco Melo",tenOever Lab,Microbiology,Icahn School of Medicine at Mount Sina,"One Gustave L. Levy Place, Box 1124",New York,NY,10029,USA,0,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN14444832,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX7990879,NONE,SRR11412267,3/26/2020 16:41,3/25/2020 2:01,6466077,949012516,0,146,377,https://sra-download.ncbi.nlm.nih.gov/traces/sra70/SRR/011144/SRR11412267,SRX7990879,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP253951,PRJNA615032,615032,SRS6374431,SAMN14444832,simple,9606,Homo sapiens,no,GEO,SRA1059108,public,5AA97CFC8A8B542B0DC0360F4A666116,B2A419E8523E5739ABD4456AE9720E82
GSM4432392,GSM4432392,Series3_A549_RSV_1,Public on Mar 25 2020,Mar 24 2020,Apr 08 2020,SRA,1,RSV infected A549 cells,Homo sapiens,cell line: A549,cell type: Lung adenocarcinoma,treatment: RSV infected (MOI 15),time point: NA,strain: A2,polyA RNA,TruSeq RNA Library Prep Kit v2,Total RNA was extracted using RNeasy Mini Kit (Qiagen),9606,svRNA184-RSV-3-indexH9_S18,processed data file: RawReadCounts_Human.tsv,cDNA libraries were sequenced using an Illumina NextSeq 500 platform,"Raw sequencing reads were aligned to the human genome (hg19) using the RNA-Seq Alignment App (v2.0.1) on Basespace (Illumina, CA)","Differential gene expression analysis was performed using DESeq2 (implemented in the RNA Express App (v1.1.0) on Basespace (Illumina, CA)) comparing Infected samples to their correspondent mock treated sample, for each virus/cell type.","Genome_build: human (hg19), Ferret (MusPutFur1.0)",Supplementary_files_format_and_content: Tab separated value (tsv) matrix of raw read counts per gene for each sample.,GPL18573,"Daniel,,Blanco Melo",tenOever Lab,Microbiology,Icahn School of Medicine at Mount Sina,"One Gustave L. Levy Place, Box 1124",New York,NY,10029,USA,0,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN14444831,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX7990880,NONE,SRR11412273,3/26/2020 16:41,3/25/2020 1:59,2858380,410274319,0,143,154,https://sra-download.ncbi.nlm.nih.gov/traces/sra63/SRR/011144/SRR11412273,SRX7990880,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP253951,PRJNA615032,615032,SRS6374432,SAMN14444831,simple,9606,Homo sapiens,no,GEO,SRA1059108,public,B2F6C15B6F15BC8EC2180DA6B3DC7978,3087B0C41476621C99A601B8D6F34445
GSM4432393,GSM4432393,Series3_A549_RSV_2,Public on Mar 25 2020,Mar 24 2020,Apr 08 2020,SRA,1,RSV infected A549 cells,Homo sapiens,cell line: A549,cell type: Lung adenocarcinoma,treatment: RSV infected (MOI 15),time point: NA,strain: A2,polyA RNA,TruSeq RNA Library Prep Kit v2,Total RNA was extracted using RNeasy Mini Kit (Qiagen),9606,svRNA184-RSV-1-indexF4_S16,processed data file: RawReadCounts_Human.tsv,cDNA libraries were sequenced using an Illumina NextSeq 500 platform,"Raw sequencing reads were aligned to the human genome (hg19) using the RNA-Seq Alignment App (v2.0.1) on Basespace (Illumina, CA)","Differential gene expression analysis was performed using DESeq2 (implemented in the RNA Express App (v1.1.0) on Basespace (Illumina, CA)) comparing Infected samples to their correspondent mock treated sample, for each virus/cell type.","Genome_build: human (hg19), Ferret (MusPutFur1.0)",Supplementary_files_format_and_content: Tab separated value (tsv) matrix of raw read counts per gene for each sample.,GPL18573,"Daniel,,Blanco Melo",tenOever Lab,Microbiology,Icahn School of Medicine at Mount Sina,"One Gustave L. Levy Place, Box 1124",New York,NY,10029,USA,0,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN14444830,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX7990881,NONE,SRR11412275,3/26/2020 16:41,3/25/2020 1:58,1593564,227587603,0,142,91,https://sra-download.ncbi.nlm.nih.gov/traces/sra60/SRR/011144/SRR11412275,SRX7990881,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP253951,PRJNA615032,615032,SRS6374434,SAMN14444830,simple,9606,Homo sapiens,no,GEO,SRA1059108,public,7B3E57F2A61581298CC1771B07DE82DC,E85DADC7AE0DD1AE9FAD56EA054BE740
GSM4432394,GSM4432394,Series4_A549_Mock_1,Public on Mar 25 2020,Mar 24 2020,Apr 08 2020,SRA,1,Mock treated A549 cells,Homo sapiens,cell line: A549,cell type: Lung adenocarcinoma,treatment: Mock treatment,time point: 9hrs after treatment,strain: NA,polyA RNA,TruSeq RNA Library Prep Kit v2,Total RNA was extracted using RNeasy Mini Kit (Qiagen),9606,3-9-mock1-13_S20,processed data file: RawReadCounts_Human.tsv,cDNA libraries were sequenced using an Illumina NextSeq 500 platform,"Raw sequencing reads were aligned to the human genome (hg19) using the RNA-Seq Alignment App (v2.0.1) on Basespace (Illumina, CA)","Differential gene expression analysis was performed using DESeq2 (implemented in the RNA Express App (v1.1.0) on Basespace (Illumina, CA)) comparing Infected samples to their correspondent mock treated sample, for each virus/cell type.","Genome_build: human (hg19), Ferret (MusPutFur1.0)",Supplementary_files_format_and_content: Tab separated value (tsv) matrix of raw read counts per gene for each sample.,GPL18573,"Daniel,,Blanco Melo",tenOever Lab,Microbiology,Icahn School of Medicine at Mount Sina,"One Gustave L. Levy Place, Box 1124",New York,NY,10029,USA,0,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN14444829,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX7990882,NONE,SRR11412279,3/26/2020 16:41,3/25/2020 1:58,1369515,199745866,0,145,76,https://sra-download.ncbi.nlm.nih.gov/traces/sra42/SRR/011144/SRR11412279,SRX7990882,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP253951,PRJNA615032,615032,SRS6374433,SAMN14444829,simple,9606,Homo sapiens,no,GEO,SRA1059108,public,29BA98CB92823E4581A083A1E26D73D9,29407A08E34345D5BD84F32C58A4A48D
GSM4432395,GSM4432395,Series4_A549_Mock_2,Public on Mar 25 2020,Mar 24 2020,Apr 08 2020,SRA,1,Mock treated A549 cells,Homo sapiens,cell line: A549,cell type: Lung adenocarcinoma,treatment: Mock treatment,time point: 9hrs after treatment,strain: NA,polyA RNA,TruSeq RNA Library Prep Kit v2,Total RNA was extracted using RNeasy Mini Kit (Qiagen),9606,3-9-mock2-14_S1,processed data file: RawReadCounts_Human.tsv,cDNA libraries were sequenced using an Illumina NextSeq 500 platform,"Raw sequencing reads were aligned to the human genome (hg19) using the RNA-Seq Alignment App (v2.0.1) on Basespace (Illumina, CA)","Differential gene expression analysis was performed using DESeq2 (implemented in the RNA Express App (v1.1.0) on Basespace (Illumina, CA)) comparing Infected samples to their correspondent mock treated sample, for each virus/cell type.","Genome_build: human (hg19), Ferret (MusPutFur1.0)",Supplementary_files_format_and_content: Tab separated value (tsv) matrix of raw read counts per gene for each sample.,GPL18573,"Daniel,,Blanco Melo",tenOever Lab,Microbiology,Icahn School of Medicine at Mount Sina,"One Gustave L. Levy Place, Box 1124",New York,NY,10029,USA,0,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN14444828,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX7990883,NONE,SRR11412286,3/26/2020 16:41,3/25/2020 1:58,2792070,388828497,0,139,140,https://sra-download.ncbi.nlm.nih.gov/traces/sra58/SRR/011144/SRR11412286,SRX7990883,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP253951,PRJNA615032,615032,SRS6374435,SAMN14444828,simple,9606,Homo sapiens,no,GEO,SRA1059108,public,7CCCB0FE62AC42CFCD0E4A66591D39A9,DC2557C57F8FB71E58871D1029749545
GSM4432396,GSM4432396,Series4_A549_IAV_1,Public on Mar 25 2020,Mar 24 2020,Apr 08 2020,SRA,1,IAV infected A549 cells,Homo sapiens,cell line: A549,cell type: Lung adenocarcinoma,treatment: IAV infected (MOI 5),time point: NA,strain: A/Puerto Rico/8/1934 (H1N1),polyA RNA,TruSeq RNA Library Prep Kit v2,Total RNA was extracted using RNeasy Mini Kit (Qiagen),9606,3-9-wt1-15_S2,processed data file: RawReadCounts_Human.tsv,cDNA libraries were sequenced using an Illumina NextSeq 500 platform,"Raw sequencing reads were aligned to the human genome (hg19) using the RNA-Seq Alignment App (v2.0.1) on Basespace (Illumina, CA)","Differential gene expression analysis was performed using DESeq2 (implemented in the RNA Express App (v1.1.0) on Basespace (Illumina, CA)) comparing Infected samples to their correspondent mock treated sample, for each virus/cell type.","Genome_build: human (hg19), Ferret (MusPutFur1.0)",Supplementary_files_format_and_content: Tab separated value (tsv) matrix of raw read counts per gene for each sample.,GPL18573,"Daniel,,Blanco Melo",tenOever Lab,Microbiology,Icahn School of Medicine at Mount Sina,"One Gustave L. Levy Place, Box 1124",New York,NY,10029,USA,0,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN14444827,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX7990884,NONE,SRR11412287,3/26/2020 16:41,3/25/2020 1:58,3382782,468263147,0,138,177,https://sra-download.ncbi.nlm.nih.gov/traces/sra61/SRR/011144/SRR11412287,SRX7990884,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP253951,PRJNA615032,615032,SRS6374437,SAMN14444827,simple,9606,Homo sapiens,no,GEO,SRA1059108,public,6CC26F3FE25EC1C3E9773CD4E7584482,9E0C4ABE1D05C67563595C65A6970570
GSM4432397,GSM4432397,Series4_A549_IAV_2,Public on Mar 25 2020,Mar 24 2020,Apr 08 2020,SRA,1,IAV infected A549 cells,Homo sapiens,cell line: A549,cell type: Lung adenocarcinoma,treatment: IAV infected (MOI 5),time point: NA,strain: A/Puerto Rico/8/1934 (H1N1),polyA RNA,TruSeq RNA Library Prep Kit v2,Total RNA was extracted using RNeasy Mini Kit (Qiagen),9606,3-9-wt2-16_S16,processed data file: RawReadCounts_Human.tsv,cDNA libraries were sequenced using an Illumina NextSeq 500 platform,"Raw sequencing reads were aligned to the human genome (hg19) using the RNA-Seq Alignment App (v2.0.1) on Basespace (Illumina, CA)","Differential gene expression analysis was performed using DESeq2 (implemented in the RNA Express App (v1.1.0) on Basespace (Illumina, CA)) comparing Infected samples to their correspondent mock treated sample, for each virus/cell type.","Genome_build: human (hg19), Ferret (MusPutFur1.0)",Supplementary_files_format_and_content: Tab separated value (tsv) matrix of raw read counts per gene for each sample.,GPL18573,"Daniel,,Blanco Melo",tenOever Lab,Microbiology,Icahn School of Medicine at Mount Sina,"One Gustave L. Levy Place, Box 1124",New York,NY,10029,USA,0,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN14444826,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX7990885,NONE,SRR11412291,3/26/2020 16:41,3/25/2020 1:57,1120763,145079997,0,129,56,https://sra-download.ncbi.nlm.nih.gov/traces/sra60/SRR/011144/SRR11412291,SRX7990885,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP253951,PRJNA615032,615032,SRS6374436,SAMN14444826,simple,9606,Homo sapiens,no,GEO,SRA1059108,public,A96154AADCCCE3F77FBCA20464A3E541,1659A8D25BDB468DB13C290618907823
GSM4462336,GSM4462336,Series5_A549_Mock_1,Public on Apr 10 2020,Apr 08 2020,Apr 12 2020,SRA,1,Mock treated A549 cells,Homo sapiens,cell line: A549,cell type: Lung adenocarcinoma,treatment: Mock treatment,time point: NA,strain: NA,polyA RNA,TruSeq Stranded mRNA LP,Total RNA was extracted using RNeasy Mini Kit (Qiagen),9606,CoV_A549-mock3,processed data file: RawReadCounts_Human.tsv,cDNA libraries were sequenced using an Illumina NextSeq 500 platform,"Raw sequencing reads were aligned to the human genome (hg19) or Ferret genome (MusPutFur1.0) using the RNA-Seq Alignment App (v2.0.1) on Basespace (Illumina, CA)","Differential gene expression analysis was performed using DESeq2 (implemented in the RNA Express App (v1.1.0) on Basespace (Illumina, CA)) comparing Infected samples to their correspondent mock treated sample, for each virus/cell type.","Genome_build: human (hg19), Ferret (MusPutFur1.0)",Supplementary_files_format_and_content: Tab separated value (tsv) matrix of raw read counts per gene for each sample.,GPL18573,"Daniel,,Blanco Melo",tenOever Lab,Microbiology,Icahn School of Medicine at Mount Sina,"One Gustave L. Levy Place, Box 1124",New York,NY,10029,USA,0,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN14563435,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX8089264,NONE,SRR11517674,4/10/2020 22:13,4/10/2020 21:44,25081061,3337058639,0,133,1457,https://sra-download.ncbi.nlm.nih.gov/traces/sra63/SRR/011247/SRR11517674,SRX8089264,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP253951,PRJNA615032,615032,SRS6456133,SAMN14563435,simple,9606,Homo sapiens,no,GEO,SRA1059108,public,FC50245F6E01B9AAEAD2D5110542D267,C73EF5E5D448642EDF63205B7BC648F4
GSM4462337,GSM4462337,Series5_A549_Mock_2,Public on Apr 10 2020,Apr 08 2020,Apr 12 2020,SRA,1,Mock treated A549 cells,Homo sapiens,cell line: A549,cell type: Lung adenocarcinoma,treatment: Mock treatment,time point: NA,strain: NA,polyA RNA,TruSeq Stranded mRNA LP,Total RNA was extracted using RNeasy Mini Kit (Qiagen),9606,CoV_A549-mock2,processed data file: RawReadCounts_Human.tsv,cDNA libraries were sequenced using an Illumina NextSeq 500 platform,"Raw sequencing reads were aligned to the human genome (hg19) or Ferret genome (MusPutFur1.0) using the RNA-Seq Alignment App (v2.0.1) on Basespace (Illumina, CA)","Differential gene expression analysis was performed using DESeq2 (implemented in the RNA Express App (v1.1.0) on Basespace (Illumina, CA)) comparing Infected samples to their correspondent mock treated sample, for each virus/cell type.","Genome_build: human (hg19), Ferret (MusPutFur1.0)",Supplementary_files_format_and_content: Tab separated value (tsv) matrix of raw read counts per gene for each sample.,GPL18573,"Daniel,,Blanco Melo",tenOever Lab,Microbiology,Icahn School of Medicine at Mount Sina,"One Gustave L. Levy Place, Box 1124",New York,NY,10029,USA,0,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN14563434,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX8089265,NONE,SRR11517675,4/10/2020 23:37,4/10/2020 23:20,23809078,3161662781,0,132,1385,https://sra-download.ncbi.nlm.nih.gov/traces/sra58/SRR/011247/SRR11517675,SRX8089265,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP253951,PRJNA615032,615032,SRS6456134,SAMN14563434,simple,9606,Homo sapiens,no,GEO,SRA1059108,public,444D9FFE0D2B13383795FA900D74ABCC,58DED948C53DB2FB16BE872E5B714C5E
GSM4462338,GSM4462338,Series5_A549_Mock_3,Public on Apr 10 2020,Apr 08 2020,Apr 12 2020,SRA,1,Mock treated A549 cells,Homo sapiens,cell line: A549,cell type: Lung adenocarcinoma,treatment: Mock treatment,time point: NA,strain: NA,polyA RNA,TruSeq Stranded mRNA LP,Total RNA was extracted using RNeasy Mini Kit (Qiagen),9606,CoV_A549-mock1,processed data file: RawReadCounts_Human.tsv,cDNA libraries were sequenced using an Illumina NextSeq 500 platform,"Raw sequencing reads were aligned to the human genome (hg19) or Ferret genome (MusPutFur1.0) using the RNA-Seq Alignment App (v2.0.1) on Basespace (Illumina, CA)","Differential gene expression analysis was performed using DESeq2 (implemented in the RNA Express App (v1.1.0) on Basespace (Illumina, CA)) comparing Infected samples to their correspondent mock treated sample, for each virus/cell type.","Genome_build: human (hg19), Ferret (MusPutFur1.0)",Supplementary_files_format_and_content: Tab separated value (tsv) matrix of raw read counts per gene for each sample.,GPL18573,"Daniel,,Blanco Melo",tenOever Lab,Microbiology,Icahn School of Medicine at Mount Sina,"One Gustave L. Levy Place, Box 1124",New York,NY,10029,USA,0,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN14563433,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX8089266,NONE,SRR11517676,4/10/2020 22:18,4/10/2020 21:49,22166099,3062615236,0,138,1330,https://sra-download.ncbi.nlm.nih.gov/traces/sra63/SRR/011247/SRR11517676,SRX8089266,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP253951,PRJNA615032,615032,SRS6456135,SAMN14563433,simple,9606,Homo sapiens,no,GEO,SRA1059108,public,BF1C133CDC510A67E28BBD69E3D5CC4D,4F1736ABE3E7E2FB7C186E26BC3DBAAE
GSM4462339,GSM4462339,Series5_A549_SARS-CoV-2_1,Public on Apr 10 2020,Apr 08 2020,Apr 12 2020,SRA,1,SARS-CoV-2 infected A549 cells,Homo sapiens,cell line: A549,cell type: Lung adenocarcinoma,treatment: SARS-CoV-2 infected (MOI 2),time point: NA,strain: USA-WA1/2020,polyA RNA,TruSeq Stranded mRNA LP,Total RNA was extracted using RNeasy Mini Kit (Qiagen),9606,CoV_A549-SARSCoV2-3,processed data file: RawReadCounts_Human.tsv,cDNA libraries were sequenced using an Illumina NextSeq 500 platform,"Raw sequencing reads were aligned to the human genome (hg19) or Ferret genome (MusPutFur1.0) using the RNA-Seq Alignment App (v2.0.1) on Basespace (Illumina, CA)","Differential gene expression analysis was performed using DESeq2 (implemented in the RNA Express App (v1.1.0) on Basespace (Illumina, CA)) comparing Infected samples to their correspondent mock treated sample, for each virus/cell type.","Genome_build: human (hg19), Ferret (MusPutFur1.0)",Supplementary_files_format_and_content: Tab separated value (tsv) matrix of raw read counts per gene for each sample.,GPL18573,"Daniel,,Blanco Melo",tenOever Lab,Microbiology,Icahn School of Medicine at Mount Sina,"One Gustave L. Levy Place, Box 1124",New York,NY,10029,USA,0,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN14563432,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX8089267,NONE,SRR11517677,4/10/2020 23:10,4/10/2020 23:05,22280277,3119340122,0,140,1354,https://sra-download.ncbi.nlm.nih.gov/traces/sra60/SRR/011247/SRR11517677,SRX8089267,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP253951,PRJNA615032,615032,SRS6456136,SAMN14563432,simple,9606,Homo sapiens,no,GEO,SRA1059108,public,4FA6DBEB1A6B661FF40DA63CF390468E,1C6D14AA22CEB66907A40AC26178653F
