Sample Name	% Aligned	M Aligned	% Dups	% GC	M Seqs
SRR19538364_GSM6212903_transcripts_quant	46.9%	21.5			
SRR19538364_pass_1			63.3%	50%	45.9
SRR19538364_pass_2			61.9%	50%	45.9
SRR19538365_GSM6212904_transcripts_quant	48.4%	25.0			
SRR19538365_pass_1			66.5%	51%	51.7
SRR19538365_pass_2			63.8%	51%	51.7
SRR19538366_GSM6212905_transcripts_quant	48.5%	24.9			
SRR19538366_pass_1			69.8%	48%	51.5
SRR19538366_pass_2			66.5%	48%	51.5
SRR19538367_GSM6212906_transcripts_quant	42.7%	17.1			
SRR19538367_pass_1			69.4%	50%	40.0
SRR19538367_pass_2			66.2%	50%	40.0
SRR19538368_GSM6212907_transcripts_quant	46.5%	27.5			
SRR19538368_pass_1			69.3%	48%	59.1
SRR19538368_pass_2			67.1%	48%	59.1
SRR19538369_GSM6212908_transcripts_quant	33.4%	15.9			
SRR19538369_pass_1			71.9%	51%	47.5
SRR19538369_pass_2			69.6%	50%	47.5
SRR19538370_GSM6212909_transcripts_quant	40.5%	15.7			
SRR19538370_pass_1			77.9%	49%	38.6
SRR19538370_pass_2			74.9%	49%	38.6
SRR19538371_GSM6212910_transcripts_quant	41.0%	19.8			
SRR19538371_pass_1			77.9%	48%	48.4
SRR19538371_pass_2			76.2%	49%	48.4
SRR19538372_GSM6212911_transcripts_quant	29.3%	10.5			
SRR19538372_pass_1			77.5%	51%	35.8
SRR19538372_pass_2			73.6%	51%	35.8
SRR19538373_GSM6212912_transcripts_quant	28.7%	22.2			
SRR19538373_pass_1			84.1%	50%	77.2
SRR19538373_pass_2			82.3%	50%	77.2
SRR19538374_GSM6212913_transcripts_quant	39.8%	18.2			
SRR19538374_pass_1			79.3%	49%	45.7
SRR19538374_pass_2			76.4%	49%	45.7
SRR19538375_GSM6212914_transcripts_quant	36.6%	19.4			
SRR19538375_pass_1			79.9%	49%	53.1
SRR19538375_pass_2			77.9%	49%	53.1
SRR19538376_GSM6212915_transcripts_quant	39.7%	14.5			
SRR19538376_pass_1			68.8%	51%	36.6
SRR19538376_pass_2			66.4%	51%	36.6
SRR19538377_GSM6212916_transcripts_quant	42.2%	17.1			
SRR19538377_pass_1			74.2%	51%	40.6
SRR19538377_pass_2			71.0%	50%	40.6
SRR19538378_GSM6212917_transcripts_quant	41.8%	19.5			
SRR19538378_pass_1			69.1%	49%	46.5
SRR19538378_pass_2			66.1%	49%	46.5
SRR19538379_GSM6212918_transcripts_quant	39.1%	13.1			
SRR19538379_pass_1			71.3%	48%	33.4
SRR19538379_pass_2			69.1%	48%	33.4
SRR19538380_GSM6212919_transcripts_quant	43.6%	21.4			
SRR19538380_pass_1			82.9%	49%	49.2
SRR19538380_pass_2			78.6%	49%	49.2
SRR19538381_GSM6212920_transcripts_quant	47.7%	22.9			
SRR19538381_pass_1			84.1%	49%	48.0
SRR19538381_pass_2			81.9%	49%	48.0
SRR19538382_GSM6212921_transcripts_quant	35.5%	8.9			
SRR19538382_pass_1			70.8%	51%	25.0
SRR19538382_pass_2			67.2%	51%	25.0
SRR19538383_GSM6212922_transcripts_quant	48.4%	21.5			
SRR19538383_pass_1			73.5%	50%	44.5
SRR19538383_pass_2			71.6%	50%	44.5
SRR19538384_GSM6212923_transcripts_quant	32.3%	17.4			
SRR19538384_pass_1			76.2%	51%	53.8
SRR19538384_pass_2			73.1%	51%	53.8
SRR19538385_GSM6212924_transcripts_quant	36.4%	18.9			
SRR19538385_pass_1			67.6%	50%	52.0
SRR19538385_pass_2			64.3%	50%	52.0
SRR19538386_GSM6212925_transcripts_quant	54.9%	29.7			
SRR19538386_pass_1			55.1%	48%	54.2
SRR19538386_pass_2			53.0%	48%	54.2
SRR19538387_GSM6212926_transcripts_quant	59.6%	29.1			
SRR19538387_pass_1			59.5%	49%	48.9
SRR19538387_pass_2			56.3%	49%	48.9
SRR19538388_GSM6212927_transcripts_quant	60.3%	30.5			
SRR19538388_pass_1			63.0%	48%	50.6
SRR19538388_pass_2			58.6%	48%	50.6
SRR19538389_GSM6212928_transcripts_quant	54.3%	18.0			
SRR19538389_pass_1			59.1%	48%	33.1
SRR19538389_pass_2			56.0%	49%	33.1
SRR19538390_GSM6212929_transcripts_quant	62.5%	28.1			
SRR19538390_pass_1			59.3%	49%	44.9
SRR19538390_pass_2			57.6%	49%	44.9
SRR19538391_GSM6212930_transcripts_quant	59.5%	24.8			
SRR19538391_pass_1			63.9%	49%	41.8
SRR19538391_pass_2			61.0%	49%	41.8
SRR19538392_GSM6212931_transcripts_quant	56.0%	24.1			
SRR19538392_pass_1			59.8%	48%	43.1
SRR19538392_pass_2			56.8%	48%	43.1
SRR19538393_GSM6212932_transcripts_quant	59.4%	26.0			
SRR19538393_pass_1			62.0%	48%	43.7
SRR19538393_pass_2			58.0%	47%	43.7
SRR19538394_GSM6212933_transcripts_quant	56.2%	25.1			
SRR19538394_pass_1			74.9%	48%	44.6
SRR19538394_pass_2			71.4%	47%	44.6
SRR19538395_GSM6212934_transcripts_quant	65.3%	41.0			
SRR19538395_pass_1			89.5%	46%	62.7
SRR19538395_pass_2			85.3%	46%	62.7
SRR19538396_GSM6212935_transcripts_quant	60.6%	29.4			
SRR19538396_pass_1			69.8%	48%	48.5
SRR19538396_pass_2			64.7%	47%	48.5
SRR19538397_GSM6212936_transcripts_quant	66.4%	28.8			
SRR19538397_pass_1			82.8%	47%	43.4
SRR19538397_pass_2			78.5%	46%	43.4
SRR19538398_GSM6212937_transcripts_quant	53.3%	26.5			
SRR19538398_pass_1			64.1%	47%	49.7
SRR19538398_pass_2			60.4%	47%	49.7
SRR19538399_GSM6212938_transcripts_quant	52.3%	19.3			
SRR19538399_pass_1			68.4%	47%	36.8
SRR19538399_pass_2			65.8%	47%	36.8
SRR19538400_GSM6212939_transcripts_quant	51.5%	22.2			
SRR19538400_pass_1			72.4%	48%	43.1
SRR19538400_pass_2			69.6%	48%	43.1
SRR19538401_GSM6212940_transcripts_quant	47.7%	15.1			
SRR19538401_pass_1			73.7%	48%	31.6
SRR19538401_pass_2			71.6%	48%	31.6
SRR19538402_GSM6212941_transcripts_quant	51.5%	18.2			
SRR19538402_pass_1			74.2%	49%	35.3
SRR19538402_pass_2			71.0%	49%	35.3
SRR19538403_GSM6212942_transcripts_quant	50.4%	20.4			
SRR19538403_pass_1			75.5%	49%	40.6
SRR19538403_pass_2			72.6%	49%	40.6
SRR19538404_GSM6212943_transcripts_quant	51.8%	16.9			
SRR19538404_pass_1			63.9%	49%	32.7
SRR19538404_pass_2			61.4%	49%	32.7
SRR19538405_GSM6212944_transcripts_quant	47.4%	16.4			
SRR19538405_pass_1			60.1%	49%	34.5
SRR19538405_pass_2			57.8%	49%	34.5
SRR19538406_GSM6212945_transcripts_quant	45.9%	18.5			
SRR19538406_pass_1			64.2%	47%	40.2
SRR19538406_pass_2			60.8%	47%	40.2
SRR19538407_GSM6212946_transcripts_quant	40.2%	15.0			
SRR19538407_pass_1			76.8%	48%	37.4
SRR19538407_pass_2			74.7%	48%	37.4
SRR19538408_GSM6212947_transcripts_quant	47.2%	24.6			
SRR19538408_pass_1			69.0%	48%	52.2
SRR19538408_pass_2			66.5%	48%	52.2
SRR19538409_GSM6212948_transcripts_quant	44.2%	30.0			
SRR19538409_pass_1			74.5%	49%	68.0
SRR19538409_pass_2			73.4%	49%	68.0
SRR19538410_GSM6212949_transcripts_quant	43.5%	20.0			
SRR19538410_pass_1			82.4%	48%	45.9
SRR19538410_pass_2			78.8%	48%	45.9
SRR19538411_GSM6212950_transcripts_quant	48.3%	21.9			
SRR19538411_pass_1			79.2%	47%	45.3
SRR19538411_pass_2			76.5%	47%	45.3
SRR19538412_GSM6212951_transcripts_quant	45.8%	16.5			
SRR19538412_pass_1			58.7%	48%	36.1
SRR19538412_pass_2			56.1%	48%	36.1
SRR19538413_GSM6212952_transcripts_quant	48.0%	21.3			
SRR19538413_pass_1			63.6%	49%	44.4
SRR19538413_pass_2			60.8%	49%	44.4
SRR19538414_GSM6212953_transcripts_quant	46.2%	16.1			
SRR19538414_pass_1			65.5%	50%	34.9
SRR19538414_pass_2			62.9%	50%	34.9
SRR19538415_GSM6212954_transcripts_quant	49.5%	22.9			
SRR19538415_pass_1			70.4%	49%	46.2
SRR19538415_pass_2			67.9%	48%	46.2
SRR19538416_GSM6212955_transcripts_quant	54.4%	21.5			
SRR19538416_pass_1			83.7%	48%	39.5
SRR19538416_pass_2			80.2%	48%	39.5
SRR19538417_GSM6212956_transcripts_quant	54.1%	27.0			
SRR19538417_pass_1			88.9%	47%	49.9
SRR19538417_pass_2			85.5%	47%	49.9
SRR19538418_GSM6212957_transcripts_quant	56.7%	32.6			
SRR19538418_pass_1			90.5%	48%	57.5
SRR19538418_pass_2			88.5%	47%	57.5
SRR19538419_GSM6212958_transcripts_quant	57.8%	17.9			
SRR19538419_pass_1			85.1%	47%	31.1
SRR19538419_pass_2			83.8%	47%	31.1
SRR19538420_GSM6212959_transcripts_quant	49.4%	15.5			
SRR19538420_pass_1			72.5%	48%	31.3
SRR19538420_pass_2			70.6%	48%	31.3
SRR19538421_GSM6212960_transcripts_quant	50.4%	21.3			
SRR19538421_pass_1			63.0%	47%	42.3
SRR19538421_pass_2			60.8%	47%	42.3
SRR19538422_GSM6212961_transcripts_quant	47.6%	27.1			
SRR19538422_pass_1			67.5%	49%	56.9
SRR19538422_pass_2			65.9%	48%	56.9
SRR19538423_GSM6212962_transcripts_quant	44.0%	19.5			
SRR19538423_pass_1			74.2%	48%	44.4
SRR19538423_pass_2			72.4%	48%	44.4
SRR19538424_GSM6212963_transcripts_quant	43.4%	35.9			
SRR19538424_pass_1			73.0%	48%	82.7
SRR19538424_pass_2			71.5%	48%	82.7
SRR19538425_GSM6212964_transcripts_quant	43.0%	27.8			
SRR19538425_pass_1			81.8%	47%	64.6
SRR19538425_pass_2			80.5%	47%	64.6
SRR19538426_GSM6212965_transcripts_quant	37.5%	11.1			
SRR19538426_pass_1			65.4%	49%	29.7
SRR19538426_pass_2			64.3%	49%	29.7
SRR19538427_GSM6212966_transcripts_quant	38.0%	23.7			
SRR19538427_pass_1			77.8%	49%	62.4
SRR19538427_pass_2			76.3%	48%	62.4
SRR19538428_GSM6212967_transcripts_quant	39.4%	18.4			
SRR19538428_pass_1			65.0%	49%	46.6
SRR19538428_pass_2			63.8%	49%	46.6
SRR19538429_GSM6212968_transcripts_quant	36.4%	17.3			
SRR19538429_pass_1			77.5%	49%	47.7
SRR19538429_pass_2			76.4%	49%	47.7
SRR19538430_GSM6212969_transcripts_quant	36.9%	20.1			
SRR19538430_pass_1			83.2%	49%	54.5
SRR19538430_pass_2			82.1%	49%	54.5
SRR19538431_GSM6212970_transcripts_quant	44.3%	14.0			
SRR19538431_pass_1			67.0%	48%	31.5
SRR19538431_pass_2			65.4%	48%	31.5
SRR19538432_GSM6212971_transcripts_quant	40.3%	21.4			
SRR19538432_pass_1			79.7%	48%	53.1
SRR19538432_pass_2			78.4%	48%	53.1
SRR19538433_GSM6212972_transcripts_quant	36.0%	20.4			
SRR19538433_pass_1			81.5%	49%	56.6
SRR19538433_pass_2			80.0%	49%	56.6
SRR19538434_GSM6212973_transcripts_quant	43.9%	24.5			
SRR19538434_pass_1			69.0%	49%	55.7
SRR19538434_pass_2			67.6%	49%	55.7
SRR19538435_GSM6212974_transcripts_quant	37.7%	24.4			
SRR19538435_pass_1			87.9%	49%	64.8
SRR19538435_pass_2			86.3%	49%	64.8
SRR19538436_GSM6212975_transcripts_quant	46.1%	22.5			
SRR19538436_pass_1			86.7%	48%	48.8
SRR19538436_pass_2			84.9%	48%	48.8
SRR19538437_GSM6212976_transcripts_quant	42.5%	20.0			
SRR19538437_pass_1			77.4%	49%	47.1
SRR19538437_pass_2			75.8%	49%	47.1
SRR19538438_GSM6212977_transcripts_quant	48.5%	25.3			
SRR19538438_pass_1			68.1%	48%	52.1
SRR19538438_pass_2			65.9%	48%	52.1
SRR19538439_GSM6212978_transcripts_quant	46.9%	29.9			
SRR19538439_pass_1			81.7%	48%	63.8
SRR19538439_pass_2			80.3%	48%	63.8
SRR19538440_GSM6212979_transcripts_quant	44.5%	19.9			
SRR19538440_pass_1			64.3%	48%	44.6
SRR19538440_pass_2			62.4%	48%	44.6
SRR19538441_GSM6212980_transcripts_quant	39.8%	20.3			
SRR19538441_pass_1			74.3%	49%	51.1
SRR19538441_pass_2			73.1%	49%	51.1
SRR19538442_GSM6212981_transcripts_quant	46.6%	16.2			
SRR19538442_pass_1			91.5%	47%	34.8
SRR19538442_pass_2			89.9%	47%	34.8
SRR19538443_GSM6212982_transcripts_quant	52.5%	21.4			
SRR19538443_pass_1			92.4%	47%	40.8
SRR19538443_pass_2			91.1%	47%	40.8
SRR19538444_GSM6212983_transcripts_quant	60.7%	31.8			
SRR19538444_pass_1			71.8%	48%	52.5
SRR19538444_pass_2			69.4%	48%	52.5
SRR19538445_GSM6212984_transcripts_quant	58.2%	42.4			
SRR19538445_pass_1			72.8%	47%	72.8
SRR19538445_pass_2			70.0%	47%	72.8
SRR19538446_GSM6212985_transcripts_quant	60.5%	30.7			
SRR19538446_pass_1			72.3%	48%	50.8
SRR19538446_pass_2			70.8%	48%	50.8
SRR19538447_GSM6212986_transcripts_quant	60.3%	21.2			
SRR19538447_pass_1			67.9%	47%	35.2
SRR19538447_pass_2			66.1%	47%	35.2
SRR19538448_GSM6212987_transcripts_quant	57.9%	34.3			
SRR19538448_pass_1			73.5%	47%	59.3
SRR19538448_pass_2			71.9%	47%	59.3
SRR19538449_GSM6212988_transcripts_quant	61.1%	34.6			
SRR19538449_pass_1			70.4%	47%	56.6
SRR19538449_pass_2			68.0%	47%	56.6
SRR19538450_GSM6212989_transcripts_quant	67.4%	28.3			
SRR19538450_pass_1			66.5%	48%	42.0
SRR19538450_pass_2			64.4%	48%	42.0
SRR19538451_GSM6212990_transcripts_quant	64.1%	37.1			
SRR19538451_pass_1			68.5%	48%	57.9
SRR19538451_pass_2			67.2%	48%	57.9
SRR19538452_GSM6212991_transcripts_quant	62.4%	22.4			
SRR19538452_pass_1			66.6%	48%	35.9
SRR19538452_pass_2			65.4%	48%	35.9
SRR19538453_GSM6212992_transcripts_quant	63.1%	56.5			
SRR19538453_pass_1			73.5%	47%	89.6
SRR19538453_pass_2			72.3%	47%	89.6
SRR19538454_GSM6212993_transcripts_quant	41.8%	20.1			
SRR19538454_pass_1			69.8%	46%	48.0
SRR19538454_pass_2			68.0%	46%	48.0
SRR19538455_GSM6212994_transcripts_quant	51.1%	38.9			
SRR19538455_pass_1			78.2%	46%	76.1
SRR19538455_pass_2			76.5%	46%	76.1
SRR19538456_GSM6212995_transcripts_quant	63.6%	48.5			
SRR19538456_pass_1			76.0%	48%	76.3
SRR19538456_pass_2			74.5%	48%	76.3
SRR19538457_GSM6212996_transcripts_quant	63.1%	29.7			
SRR19538457_pass_1			67.8%	48%	47.0
SRR19538457_pass_2			65.5%	48%	47.0
SRR19538458_GSM6212997_transcripts_quant	64.2%	32.9			
SRR19538458_pass_1			73.8%	48%	51.2
SRR19538458_pass_2			71.7%	48%	51.2
SRR19538459_GSM6212998_transcripts_quant	58.1%	26.7			
SRR19538459_pass_1			64.5%	47%	46.0
SRR19538459_pass_2			62.6%	47%	46.0
SRR19538460_GSM6212999_transcripts_quant	51.7%	33.8			
SRR19538460_pass_1			74.6%	49%	65.5
SRR19538460_pass_2			71.8%	49%	65.5
SRR19538461_GSM6213000_transcripts_quant	49.8%	28.7			
SRR19538461_pass_1			67.5%	50%	57.7
SRR19538461_pass_2			65.3%	50%	57.7
SRR19538462_GSM6213001_transcripts_quant	58.6%	38.9			
SRR19538462_pass_1			72.5%	49%	66.4
SRR19538462_pass_2			69.5%	49%	66.4
SRR19538463_GSM6213002_transcripts_quant	57.5%	29.9			
SRR19538463_pass_1			73.5%	48%	51.9
SRR19538463_pass_2			69.7%	48%	51.9
SRR19538464_GSM6213003_transcripts_quant	56.6%	23.0			
SRR19538464_pass_1			72.2%	49%	40.5
SRR19538464_pass_2			69.4%	49%	40.5
SRR19538465_GSM6213004_transcripts_quant	60.5%	29.1			
SRR19538465_pass_1			67.6%	48%	48.1
SRR19538465_pass_2			64.8%	48%	48.1
SRR19538466_GSM6213005_transcripts_quant	49.8%	20.8			
SRR19538466_pass_1			85.5%	48%	41.8
SRR19538466_pass_2			80.0%	47%	41.8
SRR19538467_GSM6213006_transcripts_quant	61.8%	20.7			
SRR19538467_pass_1			90.4%	47%	33.4
SRR19538467_pass_2			88.1%	46%	33.4
SRR19538468_GSM6213007_transcripts_quant	60.4%	27.3			
SRR19538468_pass_1			63.9%	48%	45.1
SRR19538468_pass_2			59.2%	48%	45.1
SRR19538469_GSM6213008_transcripts_quant	61.5%	30.6			
SRR19538469_pass_1			71.5%	49%	49.8
SRR19538469_pass_2			68.1%	48%	49.8
SRR19538470_GSM6213009_transcripts_quant	58.3%	33.2			
SRR19538470_pass_1			82.8%	47%	57.0
SRR19538470_pass_2			79.9%	47%	57.0
SRR19538471_GSM6213010_transcripts_quant	67.2%	40.7			
SRR19538471_pass_1			80.0%	46%	60.7
SRR19538471_pass_2			78.1%	46%	60.7
SRR19538472_GSM6213011_transcripts_quant	55.5%	41.0			
SRR19538472_pass_1			75.7%	47%	73.9
SRR19538472_pass_2			73.4%	47%	73.9
SRR19538473_GSM6213012_transcripts_quant	54.2%	25.9			
SRR19538473_pass_1			74.5%	47%	47.8
SRR19538473_pass_2			71.3%	47%	47.8
SRR19538474_GSM6213013_transcripts_quant	53.9%	26.6			
SRR19538474_pass_1			76.1%	47%	49.3
SRR19538474_pass_2			73.7%	46%	49.3
SRR19538475_GSM6213014_transcripts_quant	46.1%	19.3			
SRR19538475_pass_1			77.8%	48%	41.8
SRR19538475_pass_2			75.7%	47%	41.8
SRR19538476_GSM6213015_transcripts_quant	38.1%	32.7			
SRR19538476_pass_1			75.3%	50%	85.8
SRR19538476_pass_2			73.6%	49%	85.8
SRR19538477_GSM6213016_transcripts_quant	43.3%	33.5			
SRR19538477_pass_1			77.4%	49%	77.5
SRR19538477_pass_2			75.9%	49%	77.5
SRR19538478_GSM6213017_transcripts_quant	42.8%	21.4			
SRR19538478_pass_1			78.8%	50%	50.0
SRR19538478_pass_2			77.1%	49%	50.0
SRR19538479_GSM6213018_transcripts_quant	43.4%	26.7			
SRR19538479_pass_1			82.8%	49%	61.6
SRR19538479_pass_2			81.0%	49%	61.6
SRR19538480_GSM6213019_transcripts_quant	42.4%	25.7			
SRR19538480_pass_1			72.9%	49%	60.5
SRR19538480_pass_2			70.0%	49%	60.5
SRR19538481_GSM6213020_transcripts_quant	37.4%	18.2			
SRR19538481_pass_1			80.8%	50%	48.7
SRR19538481_pass_2			79.2%	49%	48.7
SRR19538482_GSM6213021_transcripts_quant	52.5%	32.8			
SRR19538482_pass_1			71.1%	50%	62.4
SRR19538482_pass_2			69.2%	50%	62.4
SRR19538483_GSM6213022_transcripts_quant	50.8%	25.5			
SRR19538483_pass_1			71.1%	51%	50.2
SRR19538483_pass_2			69.0%	50%	50.2
SRR19538484_GSM6213023_transcripts_quant	45.0%	33.5			
SRR19538484_pass_1			78.0%	50%	74.4
SRR19538484_pass_2			76.2%	51%	74.4
SRR19538485_GSM6213024_transcripts_quant	48.1%	40.8			
SRR19538485_pass_1			80.6%	50%	84.7
SRR19538485_pass_2			78.9%	50%	84.7
SRR19538486_GSM6213025_transcripts_quant	41.6%	25.7			
SRR19538486_pass_1			81.6%	50%	61.8
SRR19538486_pass_2			80.0%	50%	61.8
SRR19538487_GSM6213026_transcripts_quant	34.2%	20.2			
SRR19538487_pass_1			76.7%	51%	59.1
SRR19538487_pass_2			75.1%	51%	59.1
SRR19538488_GSM6213027_transcripts_quant	49.7%	39.5			
SRR19538488_pass_1			75.4%	49%	79.4
SRR19538488_pass_2			73.3%	48%	79.4
SRR19538489_GSM6213028_transcripts_quant	43.2%	25.2			
SRR19538489_pass_1			81.6%	50%	58.5
SRR19538489_pass_2			79.3%	50%	58.5
SRR19538490_GSM6213029_transcripts_quant	39.8%	19.0			
SRR19538490_pass_1			95.8%	49%	47.6
SRR19538490_pass_2			93.2%	49%	47.6
SRR19538491_GSM6213030_transcripts_quant	42.2%	19.9			
SRR19538491_pass_1			95.1%	48%	47.1
SRR19538491_pass_2			93.4%	48%	47.1
SRR19538492_GSM6213031_transcripts_quant	39.0%	16.7			
SRR19538492_pass_1			80.7%	49%	42.8
SRR19538492_pass_2			78.1%	50%	42.8
SRR19538493_GSM6213032_transcripts_quant	35.9%	20.6			
SRR19538493_pass_1			80.5%	49%	57.5
SRR19538493_pass_2			78.7%	49%	57.5
SRR19538494_GSM6213033_transcripts_quant	38.6%	22.4			
SRR19538494_pass_1			75.3%	50%	58.1
SRR19538494_pass_2			73.9%	50%	58.1
SRR19538495_GSM6213034_transcripts_quant	45.3%	15.2			
SRR19538495_pass_1			66.6%	49%	33.6
SRR19538495_pass_2			64.9%	48%	33.6
SRR19538496_GSM6213035_transcripts_quant	46.3%	19.9			
SRR19538496_pass_1			76.1%	48%	42.9
SRR19538496_pass_2			72.8%	48%	42.9
SRR19538497_GSM6213036_transcripts_quant	48.7%	29.5			
SRR19538497_pass_1			76.1%	49%	60.7
SRR19538497_pass_2			73.9%	49%	60.7
SRR19538498_GSM6213037_transcripts_quant	40.7%	19.3			
SRR19538498_pass_1			78.5%	50%	47.3
SRR19538498_pass_2			76.8%	50%	47.3
SRR19538499_GSM6213038_transcripts_quant	37.7%	19.7			
SRR19538499_pass_1			78.1%	50%	52.2
SRR19538499_pass_2			76.4%	50%	52.2
SRR19538500_GSM6213039_transcripts_quant	39.9%	13.6			
SRR19538500_pass_1			75.4%	49%	34.2
SRR19538500_pass_2			71.7%	49%	34.2
SRR19538501_GSM6213040_transcripts_quant	51.4%	21.2			
SRR19538501_pass_1			80.0%	48%	41.3
SRR19538501_pass_2			78.4%	48%	41.3
