Sample Name	% Aligned	M Aligned	% Dups	% GC	M Seqs
SRR14076289_GSM5212359_transcripts_quant	41.3%	23.5			
SRR14076289_pass_1			50.0%	49%	56.8
SRR14076289_pass_2			49.8%	48%	56.8
SRR14076290_GSM5212360_transcripts_quant	35.9%	19.5			
SRR14076290_pass_1			46.2%	49%	54.3
SRR14076290_pass_2			46.4%	48%	54.3
SRR14076291_GSM5212361_transcripts_quant	38.0%	19.5			
SRR14076291_pass_1			48.8%	49%	51.2
SRR14076291_pass_2			49.4%	48%	51.2
SRR14076292_GSM5212362_transcripts_quant	39.7%	23.7			
SRR14076292_pass_1			42.8%	48%	59.7
SRR14076292_pass_2			45.1%	47%	59.7
SRR14076293_GSM5212363_transcripts_quant	37.9%	20.9			
SRR14076293_pass_1			44.4%	49%	55.2
SRR14076293_pass_2			44.9%	48%	55.2
SRR14076294_GSM5212364_transcripts_quant	39.0%	24.2			
SRR14076294_pass_1			51.7%	49%	61.9
SRR14076294_pass_2			51.5%	48%	61.9
SRR14076295_GSM5212365_transcripts_quant	39.2%	20.9			
SRR14076295_pass_1			45.8%	49%	53.4
SRR14076295_pass_2			46.5%	47%	53.4
SRR14076296_GSM5212366_transcripts_quant	41.0%	21.5			
SRR14076296_pass_1			52.5%	51%	52.5
SRR14076296_pass_2			52.4%	50%	52.5
SRR14076297_GSM5212367_transcripts_quant	36.8%	19.5			
SRR14076297_pass_1			44.8%	48%	52.8
SRR14076297_pass_2			46.7%	47%	52.8
SRR14076298_GSM5212368_transcripts_quant	40.8%	26.6			
SRR14076298_pass_1			57.0%	50%	65.1
SRR14076298_pass_2			56.6%	48%	65.1
SRR14076299_GSM5212369_transcripts_quant	35.1%	19.6			
SRR14076299_pass_1			38.9%	48%	55.8
SRR14076299_pass_2			40.0%	47%	55.8
SRR14076300_GSM5212370_transcripts_quant	39.6%	26.1			
SRR14076300_pass_1			61.4%	50%	65.9
SRR14076300_pass_2			61.0%	49%	65.9
SRR14076301_GSM5212371_transcripts_quant	36.3%	19.4			
SRR14076301_pass_1			39.5%	47%	53.4
SRR14076301_pass_2			42.6%	46%	53.4
SRR14076302_GSM5212372_transcripts_quant	39.2%	25.3			
SRR14076302_pass_1			48.3%	49%	64.6
SRR14076302_pass_2			49.5%	48%	64.6
SRR14076303_GSM5212373_transcripts_quant	36.5%	22.2			
SRR14076303_pass_1			46.5%	49%	60.7
SRR14076303_pass_2			46.8%	48%	60.7
SRR14076304_GSM5212374_transcripts_quant	35.5%	23.3			
SRR14076304_pass_1			40.3%	47%	65.8
SRR14076304_pass_2			44.0%	46%	65.8
SRR14076305_GSM5212375_transcripts_quant	36.5%	19.0			
SRR14076305_pass_1			45.9%	49%	52.2
SRR14076305_pass_2			46.0%	48%	52.2
SRR14076306_GSM5212376_transcripts_quant	37.3%	17.0			
SRR14076306_pass_1			43.9%	50%	45.5
SRR14076306_pass_2			43.7%	48%	45.5
SRR14076307_GSM5212377_transcripts_quant	39.3%	24.5			
SRR14076307_pass_1			48.9%	50%	62.5
SRR14076307_pass_2			49.2%	48%	62.5
SRR14076308_GSM5212378_transcripts_quant	43.1%	24.6			
SRR14076308_pass_1			55.3%	51%	57.0
SRR14076308_pass_2			55.5%	50%	57.0
SRR14076309_GSM5212379_transcripts_quant	38.5%	22.5			
SRR14076309_pass_1			42.8%	48%	58.6
SRR14076309_pass_2			44.8%	47%	58.6
SRR14076310_GSM5212380_transcripts_quant	39.4%	23.5			
SRR14076310_pass_1			48.4%	50%	59.5
SRR14076310_pass_2			48.3%	49%	59.5
SRR14076311_GSM5212381_transcripts_quant	40.2%	20.9			
SRR14076311_pass_1			47.4%	49%	51.9
SRR14076311_pass_2			47.4%	48%	51.9
SRR14076312_GSM5212382_transcripts_quant	37.3%	19.8			
SRR14076312_pass_1			44.8%	49%	53.2
SRR14076312_pass_2			45.5%	48%	53.2
SRR14076313_GSM5212383_transcripts_quant	41.8%	19.6			
SRR14076313_pass_1			55.4%	52%	46.9
SRR14076313_pass_2			54.6%	50%	46.9
SRR14076314_GSM5212384_transcripts_quant	39.3%	19.7			
SRR14076314_pass_1			52.0%	52%	50.3
SRR14076314_pass_2			51.2%	52%	50.3
SRR14076315_GSM5212385_transcripts_quant	37.8%	23.0			
SRR14076315_pass_1			43.8%	49%	61.0
SRR14076315_pass_2			45.4%	48%	61.0
SRR14076316_GSM5212386_transcripts_quant	37.6%	19.0			
SRR14076316_pass_1			48.0%	49%	50.4
SRR14076316_pass_2			47.6%	48%	50.4
SRR14076317_GSM5212387_transcripts_quant	40.0%	17.5			
SRR14076317_pass_1			44.3%	49%	43.8
SRR14076317_pass_2			45.3%	47%	43.8
SRR14076318_GSM5212388_transcripts_quant	39.9%	20.3			
SRR14076318_pass_1			47.4%	50%	50.9
SRR14076318_pass_2			47.7%	49%	50.9
SRR14076319_GSM5212389_transcripts_quant	34.9%	18.1			
SRR14076319_pass_1			43.8%	48%	51.8
SRR14076319_pass_2			43.4%	47%	51.8
SRR14076320_GSM5212390_transcripts_quant	38.4%	24.2			
SRR14076320_pass_1			45.5%	48%	63.0
SRR14076320_pass_2			46.7%	47%	63.0
SRR14076321_GSM5212391_transcripts_quant	35.3%	24.6			
SRR14076321_pass_1			42.4%	47%	69.6
SRR14076321_pass_2			43.5%	46%	69.6
SRR14076322_GSM5212392_transcripts_quant	41.0%	32.1			
SRR14076322_pass_1			52.8%	48%	78.3
SRR14076322_pass_2			52.9%	47%	78.3
SRR14076323_GSM5212393_transcripts_quant	39.6%	34.2			
SRR14076323_pass_1			56.6%	49%	86.4
SRR14076323_pass_2			55.9%	48%	86.4
SRR14076324_GSM5212394_transcripts_quant	37.8%	21.0			
SRR14076324_pass_1			45.8%	49%	55.5
SRR14076324_pass_2			45.5%	47%	55.5
SRR14076325_GSM5212395_transcripts_quant	37.7%	18.4			
SRR14076325_pass_1			47.6%	49%	48.7
SRR14076325_pass_2			48.3%	48%	48.7
SRR14076326_GSM5212396_transcripts_quant	37.9%	19.7			
SRR14076326_pass_1			53.1%	48%	52.0
SRR14076326_pass_2			54.1%	47%	52.0
SRR14076327_GSM5212397_transcripts_quant	36.2%	20.3			
SRR14076327_pass_1			46.1%	49%	56.1
SRR14076327_pass_2			45.9%	48%	56.1
SRR14076328_GSM5212398_transcripts_quant	37.2%	17.7			
SRR14076328_pass_1			45.6%	49%	47.6
SRR14076328_pass_2			46.7%	48%	47.6
SRR14076329_GSM5212399_transcripts_quant	36.2%	20.2			
SRR14076329_pass_1			45.5%	49%	55.8
SRR14076329_pass_2			45.7%	48%	55.8
SRR14076330_GSM5212400_transcripts_quant	38.3%	19.1			
SRR14076330_pass_1			48.1%	49%	49.9
SRR14076330_pass_2			48.5%	48%	49.9
SRR14076331_GSM5212401_transcripts_quant	38.8%	23.3			
SRR14076331_pass_1			47.8%	49%	60.1
SRR14076331_pass_2			47.6%	47%	60.1
SRR14076332_GSM5212402_transcripts_quant	39.7%	22.6			
SRR14076332_pass_1			46.3%	48%	56.9
SRR14076332_pass_2			48.0%	47%	56.9
SRR14076333_GSM5212403_transcripts_quant	40.9%	24.3			
SRR14076333_pass_1			46.2%	48%	59.4
SRR14076333_pass_2			47.3%	47%	59.4
SRR14076334_GSM5212404_transcripts_quant	38.7%	26.4			
SRR14076334_pass_1			43.7%	48%	68.3
SRR14076334_pass_2			45.4%	46%	68.3
SRR15510542_GSM5527498_transcripts_quant	39.5%	21.8			
SRR15510542_pass_1			59.4%	48%	55.3
SRR15510542_pass_2			60.1%	47%	55.3
SRR15510543_GSM5527499_transcripts_quant	40.5%	28.7			
SRR15510543_pass_1			46.2%	48%	70.9
SRR15510543_pass_2			49.6%	47%	70.9
SRR15510544_GSM5527500_transcripts_quant	42.7%	46.2			
SRR15510544_pass_1			51.9%	48%	108.3
SRR15510544_pass_2			56.5%	47%	108.3
SRR15510545_GSM5527501_transcripts_quant	41.5%	34.0			
SRR15510545_pass_1			48.0%	48%	82.0
SRR15510545_pass_2			50.6%	48%	82.0
SRR15510546_GSM5527502_transcripts_quant	41.1%	31.7			
SRR15510546_pass_1			47.5%	48%	77.2
SRR15510546_pass_2			49.9%	48%	77.2
SRR15510547_GSM5527503_transcripts_quant	44.7%	35.4			
SRR15510547_pass_1			51.4%	49%	79.1
SRR15510547_pass_2			53.3%	48%	79.1
SRR15510548_GSM5527504_transcripts_quant	43.7%	30.5			
SRR15510548_pass_1			52.7%	49%	69.9
SRR15510548_pass_2			54.5%	49%	69.9
SRR15510549_GSM5527505_transcripts_quant	43.1%	33.0			
SRR15510549_pass_1			50.5%	49%	76.6
SRR15510549_pass_2			53.0%	48%	76.6
SRR15510550_GSM5527506_transcripts_quant	41.6%	30.9			
SRR15510550_pass_1			54.4%	50%	74.1
SRR15510550_pass_2			56.8%	49%	74.1
SRR15510551_GSM5527507_transcripts_quant	41.4%	29.4			
SRR15510551_pass_1			50.2%	49%	71.1
SRR15510551_pass_2			52.3%	48%	71.1
SRR15510552_GSM5527508_transcripts_quant	42.2%	32.7			
SRR15510552_pass_1			51.2%	49%	77.7
SRR15510552_pass_2			53.0%	48%	77.7
SRR15510553_GSM5527509_transcripts_quant	45.4%	28.3			
SRR15510553_pass_1			51.0%	49%	62.4
SRR15510553_pass_2			53.0%	48%	62.4
SRR15510554_GSM5527510_transcripts_quant	41.1%	25.0			
SRR15510554_pass_1			46.7%	48%	60.8
SRR15510554_pass_2			49.5%	47%	60.8
SRR15510555_GSM5527511_transcripts_quant	42.6%	23.5			
SRR15510555_pass_1			57.2%	48%	55.3
SRR15510555_pass_2			58.4%	48%	55.3
SRR15510556_GSM5527512_transcripts_quant	45.1%	33.6			
SRR15510556_pass_1			52.7%	50%	74.4
SRR15510556_pass_2			55.1%	49%	74.4
SRR15510557_GSM5527513_transcripts_quant	45.0%	41.4			
SRR15510557_pass_1			54.6%	49%	91.9
SRR15510557_pass_2			56.7%	48%	91.9
SRR15510558_GSM5527514_transcripts_quant	44.4%	32.0			
SRR15510558_pass_1			47.4%	48%	72.2
SRR15510558_pass_2			49.7%	47%	72.2
SRR15510559_GSM5527515_transcripts_quant	44.7%	37.9			
SRR15510559_pass_1			54.4%	48%	84.6
SRR15510559_pass_2			57.3%	48%	84.6
SRR15510560_GSM5527516_transcripts_quant	43.0%	36.7			
SRR15510560_pass_1			48.2%	48%	85.2
SRR15510560_pass_2			50.0%	47%	85.2
SRR15510561_GSM5527517_transcripts_quant	38.0%	30.6			
SRR15510561_pass_1			51.4%	50%	80.6
SRR15510561_pass_2			52.1%	49%	80.6
SRR15510562_GSM5527518_transcripts_quant	39.9%	29.7			
SRR15510562_pass_1			53.8%	49%	74.4
SRR15510562_pass_2			55.7%	49%	74.4
SRR15510563_GSM5527519_transcripts_quant	41.8%	31.0			
SRR15510563_pass_1			47.6%	48%	74.2
SRR15510563_pass_2			50.3%	48%	74.2
SRR15510564_GSM5527520_transcripts_quant	42.6%	30.2			
SRR15510564_pass_1			49.3%	49%	71.0
SRR15510564_pass_2			51.7%	48%	71.0
SRR15510565_GSM5527521_transcripts_quant	43.7%	40.5			
SRR15510565_pass_1			53.6%	48%	92.6
SRR15510565_pass_2			54.7%	48%	92.6
SRR15510566_GSM5527522_transcripts_quant	42.6%	38.8			
SRR15510566_pass_1			49.4%	48%	90.9
SRR15510566_pass_2			51.6%	47%	90.9
SRR15510567_GSM5527523_transcripts_quant	43.8%	36.1			
SRR15510567_pass_1			51.1%	48%	82.5
SRR15510567_pass_2			54.1%	47%	82.5
SRR15510568_GSM5527524_transcripts_quant	45.0%	33.1			
SRR15510568_pass_1			51.1%	49%	73.7
SRR15510568_pass_2			53.8%	48%	73.7
SRR15510569_GSM5527525_transcripts_quant	47.7%	42.5			
SRR15510569_pass_1			58.2%	49%	89.2
SRR15510569_pass_2			59.3%	48%	89.2
SRR15510570_GSM5527526_transcripts_quant	41.5%	38.2			
SRR15510570_pass_1			51.4%	48%	92.1
SRR15510570_pass_2			53.8%	48%	92.1
SRR15510571_GSM5527527_transcripts_quant	41.2%	38.9			
SRR15510571_pass_1			50.7%	49%	94.5
SRR15510571_pass_2			53.1%	48%	94.5
SRR15510572_GSM5527528_transcripts_quant	39.2%	34.3			
SRR15510572_pass_1			45.3%	48%	87.4
SRR15510572_pass_2			49.0%	47%	87.4
SRR15510573_GSM5527529_transcripts_quant	38.8%	30.0			
SRR15510573_pass_1			49.4%	49%	77.3
SRR15510573_pass_2			51.9%	48%	77.3
SRR15510574_GSM5527530_transcripts_quant	41.6%	34.5			
SRR15510574_pass_1			53.7%	49%	83.0
SRR15510574_pass_2			55.3%	49%	83.0
SRR15510575_GSM5527531_transcripts_quant	43.5%	30.4			
SRR15510575_pass_1			55.0%	50%	70.0
SRR15510575_pass_2			56.8%	50%	70.0
SRR15510576_GSM5527532_transcripts_quant	42.2%	31.1			
SRR15510576_pass_1			48.8%	49%	73.8
SRR15510576_pass_2			52.1%	48%	73.8
SRR15510577_GSM5527533_transcripts_quant	43.5%	36.7			
SRR15510577_pass_1			54.8%	49%	84.3
SRR15510577_pass_2			58.5%	48%	84.3
SRR15510578_GSM5527534_transcripts_quant	41.1%	33.8			
SRR15510578_pass_1			51.3%	48%	82.2
SRR15510578_pass_2			54.0%	48%	82.2
SRR15510579_GSM5527535_transcripts_quant	40.4%	27.6			
SRR15510579_pass_1			48.3%	49%	68.3
SRR15510579_pass_2			50.9%	48%	68.3
SRR15510580_GSM5527536_transcripts_quant	40.1%	29.4			
SRR15510580_pass_1			47.0%	48%	73.2
SRR15510580_pass_2			50.8%	47%	73.2
SRR15510581_GSM5527537_transcripts_quant	40.2%	33.2			
SRR15510581_pass_1			52.3%	48%	82.4
SRR15510581_pass_2			55.4%	48%	82.4
SRR15510582_GSM5527538_transcripts_quant	42.5%	34.7			
SRR15510582_pass_1			48.8%	48%	81.7
SRR15510582_pass_2			51.2%	47%	81.7
SRR15510583_GSM5527539_transcripts_quant	41.4%	34.5			
SRR15510583_pass_1			51.3%	48%	83.3
SRR15510583_pass_2			54.6%	47%	83.3
SRR15510584_GSM5527540_transcripts_quant	40.1%	40.1			
SRR15510584_pass_1			52.1%	48%	99.9
SRR15510584_pass_2			55.4%	48%	99.9
SRR15510585_GSM5527541_transcripts_quant	42.4%	33.7			
SRR15510585_pass_1			55.3%	49%	79.5
SRR15510585_pass_2			56.4%	48%	79.5
SRR15510586_GSM5527542_transcripts_quant	40.5%	25.8			
SRR15510586_pass_1			48.2%	49%	63.8
SRR15510586_pass_2			50.7%	48%	63.8
SRR15510587_GSM5527543_transcripts_quant	40.2%	38.4			
SRR15510587_pass_1			48.6%	48%	95.5
SRR15510587_pass_2			54.0%	47%	95.5
SRR15510588_GSM5527544_transcripts_quant	42.6%	33.5			
SRR15510588_pass_1			59.5%	51%	78.5
SRR15510588_pass_2			60.6%	50%	78.5
SRR15510589_GSM5527545_transcripts_quant	43.5%	33.5			
SRR15510589_pass_1			52.9%	50%	77.0
SRR15510589_pass_2			55.7%	49%	77.0
SRR15510590_GSM5527546_transcripts_quant	42.8%	30.5			
SRR15510590_pass_1			57.2%	50%	71.3
SRR15510590_pass_2			59.2%	50%	71.3
SRR15510591_GSM5527547_transcripts_quant	40.5%	31.1			
SRR15510591_pass_1			54.2%	49%	76.9
SRR15510591_pass_2			56.3%	48%	76.9
SRR15510592_GSM5527548_transcripts_quant	39.5%	28.7			
SRR15510592_pass_1			48.7%	48%	72.6
SRR15510592_pass_2			51.4%	48%	72.6
SRR15510593_GSM5527549_transcripts_quant	40.6%	33.3			
SRR15510593_pass_1			54.3%	50%	82.0
SRR15510593_pass_2			56.4%	49%	82.0
SRR15510594_GSM5527550_transcripts_quant	37.1%	36.2			
SRR15510594_pass_1			48.6%	47%	97.6
SRR15510594_pass_2			53.6%	46%	97.6
SRR15510595_GSM5527551_transcripts_quant	40.9%	36.6			
SRR15510595_pass_1			50.3%	48%	89.6
SRR15510595_pass_2			52.7%	48%	89.6
SRR15510596_GSM5527552_transcripts_quant	38.8%	31.7			
SRR15510596_pass_1			50.6%	49%	81.6
SRR15510596_pass_2			52.2%	48%	81.6
SRR15510597_GSM5527553_transcripts_quant	34.8%	31.6			
SRR15510597_pass_1			48.0%	48%	90.6
SRR15510597_pass_2			51.3%	48%	90.6
SRR15510598_GSM5527554_transcripts_quant	44.5%	37.4			
SRR15510598_pass_1			52.8%	49%	84.0
SRR15510598_pass_2			55.4%	48%	84.0
SRR15510599_GSM5527555_transcripts_quant	43.8%	39.7			
SRR15510599_pass_1			60.3%	50%	90.7
SRR15510599_pass_2			62.3%	49%	90.7
SRR15510600_GSM5527556_transcripts_quant	39.6%	33.4			
SRR15510600_pass_1			52.9%	50%	84.2
SRR15510600_pass_2			55.3%	49%	84.2
SRR15510601_GSM5527557_transcripts_quant	40.6%	35.8			
SRR15510601_pass_1			49.8%	48%	88.1
SRR15510601_pass_2			52.4%	48%	88.1
SRR15510602_GSM5527558_transcripts_quant	42.1%	42.7			
SRR15510602_pass_1			55.5%	48%	101.4
SRR15510602_pass_2			58.2%	47%	101.4
SRR15510603_GSM5527559_transcripts_quant	42.4%	36.5			
SRR15510603_pass_1			49.8%	48%	86.3
SRR15510603_pass_2			54.1%	47%	86.3
SRR15510604_GSM5527560_transcripts_quant	39.6%	31.2			
SRR15510604_pass_1			49.3%	48%	78.8
SRR15510604_pass_2			53.0%	48%	78.8
