Sample Name	% Aligned	M Aligned	% Dups	% GC	M Seqs
SRR2015773_pass_2			51.8%	49%	28.4
SRR2015774_GSM1679709_transcripts_quant	86.4%	27.4			
SRR2015774_pass_1			48.5%	49%	31.7
SRR2015774_pass_2			47.7%	49%	31.7
SRR2015775_GSM1679710_transcripts_quant	87.5%	28.7			
SRR2015775_pass_1			50.8%	49%	32.8
SRR2015775_pass_2			49.9%	49%	32.8
SRR2015776_GSM1679711_transcripts_quant	76.1%	7.6			
SRR2015776_pass_1			57.4%	49%	10.0
SRR2015776_pass_2			55.3%	49%	10.0
SRR2015777_GSM1679712_transcripts_quant	85.7%	40.6			
SRR2015777_pass_1			73.1%	46%	47.4
SRR2015777_pass_2			69.3%	46%	47.4
SRR2015778_GSM1679713_transcripts_quant	81.0%	45.6			
SRR2015778_pass_1			76.2%	45%	56.3
SRR2015778_pass_2			69.8%	46%	56.3
SRR2015779_GSM1679714_transcripts_quant	87.4%	40.5			
SRR2015779_pass_1			77.3%	47%	46.3
SRR2015779_pass_2			75.8%	47%	46.3
SRR2015780_GSM1679715_transcripts_quant	87.2%	39.6			
SRR2015780_pass_1			61.7%	47%	45.4
SRR2015780_pass_2			60.5%	47%	45.4
SRR2015781_GSM1679716_transcripts_quant	87.0%	34.4			
SRR2015781_pass_1			66.9%	47%	39.6
SRR2015781_pass_2			65.5%	47%	39.6
SRR2015782_GSM1679717_transcripts_quant	83.9%	53.5			
SRR2015782_pass_1			70.6%	46%	63.8
SRR2015782_pass_2			66.6%	46%	63.8
SRR2015783_GSM1679718_transcripts_quant	89.3%	55.1			
SRR2015783_pass_1			61.3%	46%	61.6
SRR2015783_pass_2			59.4%	46%	61.6
SRR2015784_GSM1679719_transcripts_quant	88.1%	34.8			
SRR2015784_pass_1			62.8%	46%	39.5
SRR2015784_pass_2			61.9%	46%	39.5
SRR2015785_GSM1679720_transcripts_quant	86.3%	33.7			
SRR2015785_pass_1			58.2%	47%	39.0
SRR2015785_pass_2			57.7%	47%	39.0
