Sample Name	% Aligned	M Aligned	% Dups	% GC	M Seqs
SRR5305535_GSM2516864_transcripts_quant	84.8%	43.6			
SRR5305535_pass_1			54.1%	46%	51.4
SRR5305535_pass_2			52.7%	46%	51.4
SRR5305536_GSM2516865_transcripts_quant	85.8%	21.6			
SRR5305536_pass_1			86.9%	43%	25.2
SRR5305536_pass_2			80.4%	43%	25.2
SRR5305537_GSM2516866_transcripts_quant	86.2%	30.6			
SRR5305537_pass_1			78.4%	42%	35.5
SRR5305537_pass_2			75.7%	42%	35.5
SRR5305538_GSM2516867_transcripts_quant	86.9%	33.9			
SRR5305538_pass_1			58.6%	47%	39.0
SRR5305538_pass_2			55.3%	47%	39.0
SRR5305539_GSM2516868_transcripts_quant	87.3%	17.2			
SRR5305539_pass_1			63.9%	45%	19.7
SRR5305539_pass_2			62.6%	45%	19.7
SRR5305540_GSM2516869_transcripts_quant	86.6%	26.1			
SRR5305540_pass_1			51.0%	46%	30.1
SRR5305540_pass_2			48.9%	46%	30.1
SRR5305541_GSM2516870_transcripts_quant	87.8%	20.5			
SRR5305541_pass_1			80.6%	42%	23.3
SRR5305541_pass_2			77.3%	42%	23.3
SRR5305542_GSM2516871_transcripts_quant	85.9%	30.7			
SRR5305542_pass_1			52.4%	47%	35.8
SRR5305542_pass_2			50.3%	47%	35.8
SRR5305543_GSM2516872_transcripts_quant	86.1%	33.9			
SRR5305543_pass_1			48.7%	46%	39.4
SRR5305543_pass_2			46.5%	46%	39.4
SRR5305544_GSM2516873_transcripts_quant	84.3%	26.2			
SRR5305544_pass_1			66.2%	42%	31.1
SRR5305544_pass_2			64.3%	42%	31.1
SRR5305545_GSM2516874_transcripts_quant	87.8%	29.7			
SRR5305545_pass_1			69.1%	46%	33.8
SRR5305545_pass_2			66.2%	46%	33.8
SRR5305546_GSM2516875_transcripts_quant	82.7%	28.6			
SRR5305546_pass_1			52.2%	47%	34.6
SRR5305546_pass_2			50.3%	47%	34.6
SRR5305547_GSM2516876_transcripts_quant	84.6%	16.7			
SRR5305547_pass_1			71.1%	44%	19.7
SRR5305547_pass_2			69.4%	44%	19.7
SRR5305548_GSM2516877_transcripts_quant	87.3%	22.8			
SRR5305548_pass_1			47.1%	47%	26.1
SRR5305548_pass_2			46.2%	47%	26.1
SRR5305549_GSM2516878_transcripts_quant	87.4%	39.4			
SRR5305549_pass_1			69.9%	43%	45.1
SRR5305549_pass_2			69.0%	43%	45.1
SRR5305550_GSM2516879_transcripts_quant	84.3%	34.7			
SRR5305550_pass_1			55.7%	46%	41.2
SRR5305550_pass_2			53.6%	46%	41.2
SRR5305551_GSM2516880_transcripts_quant	85.3%	21.8			
SRR5305551_pass_1			43.4%	47%	25.5
SRR5305551_pass_2			42.4%	47%	25.5
SRR5305552_GSM2516881_transcripts_quant	84.0%	24.9			
SRR5305552_pass_1			46.0%	47%	29.6
SRR5305552_pass_2			44.1%	47%	29.6
SRR5305553_GSM2516882_transcripts_quant	82.2%	31.8			
SRR5305553_pass_1			46.8%	47%	38.8
SRR5305553_pass_2			44.5%	47%	38.8
SRR5305554_GSM2516883_transcripts_quant	87.6%	30.1			
SRR5305554_pass_1			66.8%	44%	34.4
SRR5305554_pass_2			65.2%	44%	34.4
SRR5305555_GSM2516884_transcripts_quant	88.8%	23.3			
SRR5305555_pass_1			78.8%	43%	26.2
SRR5305555_pass_2			76.5%	44%	26.2
SRR5305556_GSM2516885_transcripts_quant	87.4%	50.8			
SRR5305556_pass_1			77.6%	43%	58.1
SRR5305556_pass_2			75.6%	43%	58.1
SRR5305557_GSM2516886_transcripts_quant	87.5%	33.6			
SRR5305557_pass_1			66.8%	46%	38.4
SRR5305557_pass_2			65.3%	46%	38.4
SRR5305558_GSM2516887_transcripts_quant	86.3%	20.2			
SRR5305558_pass_1			54.0%	45%	23.5
SRR5305558_pass_2			52.6%	45%	23.5
SRR5305559_GSM2516888_transcripts_quant	85.4%	23.0			
SRR5305559_pass_1			62.7%	45%	27.0
SRR5305559_pass_2			61.8%	45%	27.0
SRR5305560_GSM2516889_transcripts_quant	89.6%	21.5			
SRR5305560_pass_1			70.8%	44%	24.0
SRR5305560_pass_2			69.0%	44%	24.0
SRR5305561_GSM2516890_transcripts_quant	86.2%	37.8			
SRR5305561_pass_1			59.0%	44%	43.9
SRR5305561_pass_2			55.8%	44%	43.9
SRR5305562_GSM2516891_transcripts_quant	86.7%	29.9			
SRR5305562_pass_1			52.0%	46%	34.5
SRR5305562_pass_2			49.6%	46%	34.5
SRR5305563_GSM2516892_transcripts_quant	89.1%	28.8			
SRR5305563_pass_1			73.6%	46%	32.3
SRR5305563_pass_2			71.7%	46%	32.3
SRR5305564_GSM2516893_transcripts_quant	86.0%	34.9			
SRR5305564_pass_1			48.4%	46%	40.6
SRR5305564_pass_2			45.2%	46%	40.6
SRR5305565_GSM2516894_transcripts_quant	87.4%	34.2			
SRR5305565_pass_1			57.7%	47%	39.2
SRR5305565_pass_2			55.3%	47%	39.2
SRR5305566_GSM2516895_transcripts_quant	87.1%	29.2			
SRR5305566_pass_1			61.6%	47%	33.5
SRR5305566_pass_2			60.8%	47%	33.5
SRR5305567_GSM2516896_transcripts_quant	87.0%	24.6			
SRR5305567_pass_1			54.0%	47%	28.3
SRR5305567_pass_2			52.1%	47%	28.3
SRR5305568_GSM2516897_transcripts_quant	87.1%	29.3			
SRR5305568_pass_1			56.9%	46%	33.6
SRR5305568_pass_2			55.1%	46%	33.6
SRR5305569_GSM2516898_transcripts_quant	85.8%	21.2			
SRR5305569_pass_1			46.2%	47%	24.7
SRR5305569_pass_2			45.3%	47%	24.7
SRR5305570_GSM2516899_transcripts_quant	87.3%	34.8			
SRR5305570_pass_1			58.7%	45%	39.9
SRR5305570_pass_2			55.3%	45%	39.9
SRR5305571_GSM2516900_transcripts_quant	86.4%	27.3			
SRR5305571_pass_1			51.9%	47%	31.6
SRR5305571_pass_2			50.6%	47%	31.6
SRR5305572_GSM2516901_transcripts_quant	85.2%	47.8			
SRR5305572_pass_1			60.3%	45%	56.1
SRR5305572_pass_2			57.8%	45%	56.1
SRR5305573_GSM2516902_transcripts_quant	87.0%	26.4			
SRR5305573_pass_1			49.5%	47%	30.4
SRR5305573_pass_2			48.9%	47%	30.4
SRR5305574_GSM2516903_transcripts_quant	84.9%	28.0			
SRR5305574_pass_1			46.8%	48%	32.9
SRR5305574_pass_2			44.9%	48%	32.9
SRR5305575_GSM2516904_transcripts_quant	82.7%	30.1			
SRR5305575_pass_1			43.1%	47%	36.4
SRR5305575_pass_2			41.3%	47%	36.4
SRR5305576_GSM2516905_transcripts_quant	86.6%	36.4			
SRR5305576_pass_1			51.9%	46%	42.0
SRR5305576_pass_2			49.0%	46%	42.0
SRR5305577_GSM2516906_transcripts_quant	87.0%	31.6			
SRR5305577_pass_1			62.9%	46%	36.3
SRR5305577_pass_2			61.0%	46%	36.3
SRR5305578_GSM2516907_transcripts_quant	85.8%	22.3			
SRR5305578_pass_1			52.8%	46%	26.0
SRR5305578_pass_2			51.7%	46%	26.0
SRR5305579_GSM2516908_transcripts_quant	82.5%	39.4			
SRR5305579_pass_1			50.1%	47%	47.8
SRR5305579_pass_2			47.8%	48%	47.8
SRR5305580_GSM2516909_transcripts_quant	88.3%	34.9			
SRR5305580_pass_1			76.4%	46%	39.6
SRR5305580_pass_2			73.7%	46%	39.6
SRR5305581_GSM2516910_transcripts_quant	82.8%	38.0			
SRR5305581_pass_1			50.4%	46%	45.9
SRR5305581_pass_2			47.4%	46%	45.9
SRR5305582_GSM2516911_transcripts_quant	86.3%	30.4			
SRR5305582_pass_1			54.5%	44%	35.2
SRR5305582_pass_2			52.6%	44%	35.2
SRR5305583_GSM2516912_transcripts_quant	88.2%	26.2			
SRR5305583_pass_1			52.9%	47%	29.7
SRR5305583_pass_2			51.3%	47%	29.7
SRR5305584_GSM2516913_transcripts_quant	85.0%	36.1			
SRR5305584_pass_1			50.0%	45%	42.4
SRR5305584_pass_2			46.8%	45%	42.4
SRR5305585_GSM2516914_transcripts_quant	85.8%	24.1			
SRR5305585_pass_1			68.4%	45%	28.1
SRR5305585_pass_2			67.6%	45%	28.1
SRR5305586_GSM2516915_transcripts_quant	87.1%	30.7			
SRR5305586_pass_1			71.4%	45%	35.3
SRR5305586_pass_2			68.7%	45%	35.3
SRR5305587_GSM2516916_transcripts_quant	87.3%	25.4			
SRR5305587_pass_1			53.8%	47%	29.1
SRR5305587_pass_2			51.8%	47%	29.1
SRR5305588_GSM2516917_transcripts_quant	84.0%	29.7			
SRR5305588_pass_1			51.5%	46%	35.4
SRR5305588_pass_2			48.8%	46%	35.4
SRR5305589_GSM2516918_transcripts_quant	86.7%	35.9			
SRR5305589_pass_1			59.5%	44%	41.4
SRR5305589_pass_2			56.9%	44%	41.4
SRR5305590_GSM2516919_transcripts_quant	86.9%	25.7			
SRR5305590_pass_1			52.0%	47%	29.6
SRR5305590_pass_2			50.9%	47%	29.6
SRR5305591_GSM2516920_transcripts_quant	87.6%	29.1			
SRR5305591_pass_1			61.4%	45%	33.2
SRR5305591_pass_2			59.9%	46%	33.2
SRR5305592_GSM2516921_transcripts_quant	85.5%	27.7			
SRR5305592_pass_1			51.5%	45%	32.4
SRR5305592_pass_2			49.7%	45%	32.4
SRR5305593_GSM2516922_transcripts_quant	87.3%	27.3			
SRR5305593_pass_1			51.2%	47%	31.2
SRR5305593_pass_2			49.9%	47%	31.2
